style,ddt,ticker,isin,gvkeyiid,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Capital Efficiency,Capital Efficiency,Capital Efficiency,Capital Efficiency,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Price Momentum,Size,Valuation,Valuation,Valuation,Valuation,Valuation,Valuation,Valuation,Valuation,Valuation,Volatility,MP
1005,2026-07-31,RR.,GB00B63H8491,10049901W,,-0.0003459691022337848,,-0.00035718106388025003,-0.0005445960691632988,0.001278747676212166,,,0.0005577188660106073,,,,-0.0007301366857867572,0.0006888491946261965,,,0.0010866353492694932,,,,,0.001315075735195466,,0.001315075735195466,0.0016185547510098044,,,-0.0003434025658670653,,0.0011630820572583016,0.0010666052045824978,,,,-0.00039700399553070675,,,,,0.0009485792188295165,,0.0011808843336449082,,,-0.0013456588918279188,-0.00037032532703104327,,-0.0002778551373282137,,0.0010666052045824978,0.00016274278515410038
1006,2026-07-31,RS,US7595091023,03067101,0.0009295314433510121,0.0010196181911647667,,0.0010520605881563728,,,,0.001701862716135309,,,,,,,-0.000863631826098515,-0.00047820935825289675,,-0.0007099795380196381,,,-0.0007926483883369932,,,,-0.0004125727796691658,-0.005645203155961025,,-0.0003434025658670653,0.0030860443919253607,-0.00039295981221460445,-0.000362211783089831,,0.0009524828370140001,,-0.00039700399553070675,,-0.0011127563913192406,-0.0016771980390898698,,,,,,,,-0.00037032532703104327,-0.00062051830936837,-0.0002778551373282137,,,-0.00010609242721231479
1007,2026-07-31,RSG,US7607591002,11216801,-0.00031619307294317216,-0.0003459691022337848,-0.0011869401507405232,-0.00035718106388025003,-0.0005445960691632988,-0.00043343320111311243,-0.002630151470390932,,-0.0016532380671028715,,,,,-0.00204825955216285,,,,,,,,-0.001315075735195466,,,-0.0004125727796691658,,,-0.0003434025658670653,,-0.00039295981221460445,-0.000362211783089831,,-0.00048019362944896687,,-0.00039700399553070675,,,-0.0016771980390898698,0.0026913177836558376,,,-0.0006074890535286143,-0.001361490172908247,,,,-0.00062051830936837,-0.0002778551373282137,,,-0.0002849141855429987
1008,2026-07-31,RTO,GB00B082RF11,10009102W,-0.00031619307294317216,-0.0003459691022337848,,-0.00035718106388025003,-0.0005445960691632988,0.001278747676212166,,,0.0005577188660106073,,,,-0.0007301366857867572,0.0006888491946261965,,,0.0010866353492694932,,,,,,,,0.0016185547510098044,,,-0.0003434025658670653,,-0.00039295981221460445,-0.000362211783089831,,,,,,,,,,,-0.0006074890535286143,,-0.0007766890248134296,,-0.00037032532703104327,0.00062051830936837,-0.0002778551373282137,,,3.3805323484181663e-06
1009,2026-07-31,RTX,US75513E1010,01098301,-0.00031619307294317216,,,-0.00035718106388025003,-0.0005445960691632988,,,,0.0005577188660106073,,,,,0.0006888491946261965,,,,,,,,,,,-0.0004125727796691658,,,0.0013378805167306475,,0.0011630820572583016,0.0010666052045824978,,,,,,,,,0.0009485792188295165,,-0.0006074890535286143,,-0.0007766890248134296,,-0.00037032532703104327,-0.00062051830936837,-0.0002778551373282137,,,-1.706798394768888e-05
1010,2026-07-31,RVMD,US76155X1000,03608301,0.0009295314433510121,-0.0003459691022337848,-0.0011869401507405232,-0.00035718106388025003,,,,,0.0005577188660106073,-0.0008092773755049022,,,,,0.001701862716135309,-0.00047820935825289675,0.0010866353492694932,,,,,-0.001315075735195466,,-0.001315075735195466,,,,-0.0003434025658670653,,-0.00039295981221460445,-0.000362211783089831,-0.0006747910477970904,-0.00048019362944896687,,-0.00039700399553070675,-0.0031277476945189464,-0.0011127563913192406,,,-0.0009524828370140001,-0.001780410226110785,,-0.001361490172908247,-0.0007766890248134296,-0.0013456588918279188,-0.00037032532703104327,0.00062051830936837,-0.0002778551373282137,-0.0009076601152721648,,-0.00042760644732972483
1011,2026-07-31,RWE,DE0007037129,10095301W,-0.00031619307294317216,-0.0003459691022337848,,-0.00035718106388025003,,,,,,,-0.0013859480802060002,0.0023617686672898165,,-0.00204825955216285,,-0.00047820935825289675,-0.0005497703786090309,,,,,,,-0.001315075735195466,-0.0004125727796691658,,,,,-0.00039295981221460445,,-0.0006747910477970904,-0.00048019362944896687,0.0026005992066786745,,,,,,0.0009485792188295165,,0.0011808843336449082,0.0013535282420725264,0.0015430221959626803,,0.0010917609877094435,0.00062051830936837,-0.0002778551373282137,0.0018082291358937658,,0.00024815105704279963
1012,2026-07-31,RXL,FR0010451203,10326003W,0.0009295314433510121,-0.0003459691022337848,,-0.00035718106388025003,0.0010617125201578075,-0.00043343320111311243,,,0.0005577188660106073,,,,0.0014199590760392762,0.0006888491946261965,,,,,,,,0.001315075735195466,,0.001315075735195466,-0.0004125727796691658,,,-0.0003434025658670653,,0.0011630820572583016,0.0010666052045824978,,,,-0.00039700399553070675,,,,,,,0.0011808843336449082,,,0.0013456588918279188,-0.00037032532703104327,0.00062051830936837,-0.0002778551373282137,,,0.00018457981507582106
1013,2026-07-31,RY,CA7800871021,01563301C,-0.00031619307294317216,-0.0003459691022337848,,-0.00035718106388025003,,-0.00043343320111311243,,-0.000580083532316797,0.0005577188660106073,,-0.0013859480802060002,,,,,,0.0010866353492694932,-0.0007099795380196381,0.0010332737919392947,,,,,,,,,,,,-0.000362211783089831,,-0.00048019362944896687,,,,,,,0.0009485792188295165,,,,-0.0007766890248134296,,,,,-0.0009076601152721648,,-6.182301994068325e-05
1014,2026-07-31,RYA,IE00BYTBXV33,06483501W,-0.00031619307294317216,-0.0003459691022337848,,-0.00035718106388025003,-0.0005445960691632988,-0.00043343320111311243,,,-0.0016532380671028715,,,,,-0.00204825955216285,,,-0.0005497703786090309,,,,,,,,0.0016185547510098044,,,-0.0003434025658670653,,0.0011630820572583016,0.0010666052045824978,,0.0009524828370140001,,-0.00039700399553070675,,,,,,,,,0.0015430221959626803,,0.0010917609877094435,0.00062051830936837,0.0010917609877094435,,,0.00010132882288285135
1015,2026-07-31,S32,AU000000S320,31968701W,0.0009295314433510121,,,,0.0010617125201578075,-0.00043343320111311243,,-0.000580083532316797,,,,,,,-0.000863631826098515,-0.00047820935825289675,,-0.0007099795380196381,,,,,,,0.0016185547510098044,,,-0.0003434025658670653,,0.0011630820572583016,0.0010666052045824978,,,,-0.00039700399553070675,,,,,,,0.0011808843336449082,,,,0.0010917609877094435,0.00062051830936837,-0.0002778551373282137,,,5.256893052628975e-05
1016,2026-07-31,S63,SG1F60858221,21488201W,,,,-0.00035718106388025003,,-0.00043343320111311243,,,,,,,-0.0007301366857867572,,,,0.0010866353492694932,,,,,0.001315075735195466,,0.001315075735195466,-0.0004125727796691658,,,-0.0003434025658670653,,-0.00039295981221460445,-0.000362211783089831,,,,-0.00039700399553070675,,,,,,,-0.0006074890535286143,,-0.0007766890248134296,,-0.00037032532703104327,-0.00062051830936837,-0.0002778551373282137,,0.0010666052045824978,2.2844388302437493e-05
1017,2026-07-31,S68,SG1J26887955,24190401W,,0.0010196181911647667,,,-0.0005445960691632988,-0.00043343320111311243,,-0.000580083532316797,-0.0016532380671028715,,,,,,,,0.0010866353492694932,-0.0007099795380196381,,,,,-0.0023145332939440203,,,,,,,-0.00039295981221460445,-0.000362211783089831,-0.0006747910477970904,-0.00048019362944896687,,-0.00039700399553070675,,,,,-0.0009524828370140001,-0.001780410226110785,-0.0006074890535286143,-0.001361490172908247,-0.0007766890248134296,-0.0013456588918279188,-0.00037032532703104327,,-0.0002778551373282137,-0.0009076601152721648,-0.0010666052045824978,-0.0002813470806532965
1018,2026-07-31,SAAB B,SE0021921269,22250501W,-0.00031619307294317216,-0.0003459691022337848,,-0.00035718106388025003,0.0010617125201578075,,,,-0.0016532380671028715,,,,0.0014199590760392762,-0.00204825955216285,,,-0.0005497703786090309,,,,,,,,0.0016185547510098044,,,-0.0003434025658670653,,,,,0.0009524828370140001,,-0.00039700399553070675,,,,,,,0.0011808843336449082,,-0.0007766890248134296,,-0.00037032532703104327,,-0.0002778551373282137,,,-1.66320088010295e-05
1019,2026-07-31,SAB,ES0113860A34,24543601W,,-0.0003459691022337848,,-0.00035718106388025003,-0.0005445960691632988,-0.00043343320111311243,,0.001701862716135309,0.0005577188660106073,,,0.0023617686672898165,0.0014199590760392762,,-0.000863631826098515,,,0.002183521975418887,0.0010332737919392947,,0.0015638738472594732,,0.002269150288180412,,,,,,,,-0.000362211783089831,,,0.0026005992066786745,,,,,,,0.001780410226110785,,0.0013535282420725264,,,,,,,,0.0004399979051638785
1020,2026-07-31,SAF,FR0000073272,10130501W,,-0.0003459691022337848,,-0.00035718106388025003,,0.001278747676212166,,,0.0005577188660106073,,,,0.0014199590760392762,,,,-0.0005497703786090309,,,,,,,,-0.0004125727796691658,,,-0.0003434025658670653,,0.0011630820572583016,0.0010666052045824978,,,,-0.00039700399553070675,,,,,0.0009485792188295165,,0.0011808843336449082,,,,-0.00037032532703104327,,-0.0002778551373282137,,0.0010666052045824978,8.387928201417136e-05
1021,2026-07-31,SAGA B,SE0005127818,23273803W,-0.00031619307294317216,,,,,,,,,,,,,,,,-0.0005497703786090309,,-0.0030454385446631845,,,-0.001315075735195466,0.002269150288180412,,,,,-0.0003434025658670653,,,,,-0.00048019362944896687,,,,,,,-0.0009524828370140001,,,,,-0.0013456588918279188,-0.00037032532703104327,-0.00062051830936837,-0.0002778551373282137,,,-0.00016638227877187008
1022,2026-07-31,SALM,NO0010310956,28452301W,-0.00031619307294317216,-0.0003459691022337848,,,0.0010617125201578075,,,,,,,,0.0014199590760392762,-0.00204825955216285,,-0.00047820935825289675,,,-0.0030454385446631845,,-0.0007926483883369932,-0.001315075735195466,-0.0023145332939440203,,,,,-0.0003434025658670653,,-0.00039295981221460445,-0.000362211783089831,,,,0.0011630820572583016,-0.0031277476945189464,0.0010969352104000098,,,-0.0009524828370140001,,,,-0.0007766890248134296,,,-0.00062051830936837,0.0010917609877094435,,,-0.00026055410451318915
1023,2026-07-31,SAMPO,FI4000552500,01577301W,-0.00031619307294317216,-0.0003459691022337848,,-0.00035718106388025003,-0.0005445960691632988,,,-0.000580083532316797,-0.0016532380671028715,,0.001377698389252393,-0.0023861167978804334,,,,,0.0010866353492694932,-0.0007099795380196381,-0.0030454385446631845,,,,-0.0023145332939440203,,,,,,,,,-0.0006747910477970904,,-0.0013301915482436897,-0.00039700399553070675,,-0.0011127563913192406,,,-0.0009524828370140001,,-0.0006074890535286143,,,,,0.00062051830936837,-0.0002778551373282137,,-0.0010666052045824978,-0.0003373493691058995
1024,2026-07-31,SAN,ES0113900J37,01414001W,0.0009295314433510121,-0.0003459691022337848,,-0.00035718106388025003,0.0010617125201578075,,,,,,,,-0.0007301366857867572,,-0.000863631826098515,,,0.002183521975418887,0.0010332737919392947,,,,,,,,,,,,-0.000362211783089831,,,-0.0013301915482436897,,,,,,,,,,-0.0007766890248134296,,,,,,,2.406593898469195e-05
1025,2026-07-31,SAN,FR0000120578,10120401W,-0.00031619307294317216,-0.0003459691022337848,,-0.00035718106388025003,,,,,0.0005577188660106073,-0.0008092773755049022,,,,0.0006888491946261965,0.001701862716135309,-0.00047820935825289675,,,,,,,,,,,,0.0013378805167306475,,-0.00039295981221460445,-0.000362211783089831,-0.0006747910477970904,,,0.0011630820572583016,,0.0010969352104000098,,,0.0009485792188295165,0.001780410226110785,0.0011808843336449082,0.0013535282420725264,,,0.0010917609877094435,0.00062051830936837,-0.0002778551373282137,0.0018082291358937658,,0.0002569487605359863
1026,2026-07-31,SAND,SE0000667891,01959102W,0.0009295314433510121,0.0010196181911647667,,0.0010520605881563728,,-0.00043343320111311243,,,0.0005577188660106073,,,,-0.0007301366857867572,0.0006888491946261965,,,,,,,,,,,-0.0004125727796691658,,,0.0013378805167306475,,-0.00039295981221460445,-0.000362211783089831,,-0.00048019362944896687,,,,,,,,,,,-0.0007766890248134296,,-0.00037032532703104327,-0.00062051830936837,-0.0002778551373282137,,-0.0010666052045824978,-6.885212817835471e-05
1027,2026-07-31,SAP,CA8029121057,06561301C,-0.00031619307294317216,-0.0003459691022337848,,,0.0010617125201578075,,,,,,,,0.0014199590760392762,0.0006888491946261965,,-0.00047820935825289675,,,-0.0030454385446631845,,-0.0007926483883369932,,,,,0.005143407319875601,,0.0013378805167306475,,0.0011630820572583016,0.0010666052045824978,,,,0.0011630820572583016,,0.0010969352104000098,,,,,0.0011808843336449082,,-0.0007766890248134296,,-0.00037032532703104327,-0.00062051830936837,-0.0002778551373282137,-0.0009076601152721648,,-1.0884897324503658e-05
1028,2026-07-31,SAP,DE0007164600,10348702W,-0.00031619307294317216,-0.0003459691022337848,,,,,,-0.000580083532316797,,-0.0008092773755049022,,,,,,-0.00047820935825289675,,,,-0.0011689562090626366,,,,,-0.0004125727796691658,,,0.0013378805167306475,,,0.0010666052045824978,,,,0.0011630820572583016,,0.0010969352104000098,,,0.0009485792188295165,,0.0011808843336449082,,,,,,,,,6.332324896398885e-05
1029,2026-07-31,SATS,US2787681061,17920201,0.0009295314433510121,-0.0003459691022337848,,-0.00035718106388025003,,0.001278747676212166,,,,,0.001377698389252393,,,,,,0.0010866353492694932,,,,,,,,,,,,,,-0.000362211783089831,,-0.00048019362944896687,,,,,,-0.0013942971650265183,,,,,,,-0.00037032532703104327,-0.00062051830936837,-0.0002778551373282137,,,3.4813882612319124e-06
1030,2026-07-31,SBAC,US78410G1040,12138201,0.0009295314433510121,,,,,,,,,,,,,,,,-0.0005497703786090309,,,,,0.001315075735195466,,-0.001315075735195466,,,,-0.0003434025658670653,-0.0031277476945189464,,,,,0.0026005992066786745,,,,,,-0.0009524828370140001,,-0.0006074890535286143,,,,-0.00037032532703104327,,-0.0002778551373282137,,,-5.425987951936352e-05
1031,2026-07-31,SBRY,GB00B019KW72,01957901W,0.0009295314433510121,-0.0003459691022337848,,,,,,,,,0.001377698389252393,,,0.0006888491946261965,-0.000863631826098515,0.001881734385320342,-0.0005497703786090309,,0.0010332737919392947,,0.0015638738472594732,0.001315075735195466,0.002269150288180412,,,,,-0.0003434025658670653,,,-0.000362211783089831,,0.0009524828370140001,,-0.00039700399553070675,-0.0031277476945189464,-0.0011127563913192406,,,,0.001780410226110785,0.0011808843336449082,0.0013535282420725264,,0.0013456588918279188,,0.00062051830936837,-0.0002778551373282137,,,0.00019729191575553468
1032,2026-07-31,SBUX,US8552441094,02543401,,0.0010196181911647667,,,,-0.00043343320111311243,,,,-0.0008092773755049022,,,,,-0.000863631826098515,-0.00047820935825289675,,-0.0007099795380196381,,-0.0011689562090626366,,0.001315075735195466,0.002269150288180412,-0.001315075735195466,-0.0004125727796691658,-0.005645203155961025,,-0.0003434025658670653,,-0.00039295981221460445,-0.000362211783089831,-0.0006747910477970904,-0.00048019362944896687,-0.0013301915482436897,-0.00039700399553070675,-0.0031277476945189464,,-0.0016771980390898698,,,,,,,,-0.00037032532703104327,,-0.0002778551373282137,,,-0.0003118648169723093
1033,2026-07-31,SCA B,SE0000112724,01236807W,-0.00031619307294317216,-0.0003459691022337848,,-0.00035718106388025003,-0.0005445960691632988,-0.00043343320111311243,,-0.000580083532316797,,,,,-0.0007301366857867572,,,-0.00047820935825289675,,0.002183521975418887,,,,,,,-0.0004125727796691658,,,,,-0.00039295981221460445,-0.000362211783089831,,-0.00048019362944896687,,,,,,,,-0.001780410226110785,-0.0006074890535286143,,,,-0.00037032532703104327,-0.00062051830936837,-0.0002778551373282137,0.0018082291358937658,,-4.9657708596037406e-05
1034,2026-07-31,SCG,AU000000SCG8,29610801W,-0.00031619307294317216,,,,,,,,,,,,,,,,,,0.0010332737919392947,,-0.0007926483883369932,,,,,,,,,,,,-0.00048019362944896687,-0.0013301915482436897,,-0.0031277476945189464,,,,,,,,,,-0.00037032532703104327,,-0.0002778551373282137,,,-0.00015579350761777186
1035,2026-07-31,SCHN,CH0024638212,10134301W,-0.00031619307294317216,-0.0003459691022337848,,-0.00035718106388025003,-0.0005445960691632988,-0.00043343320111311243,,,0.0005577188660106073,,,,0.0014199590760392762,0.0006888491946261965,,,,,,,,0.001315075735195466,,,0.0016185547510098044,,,-0.0003434025658670653,,-0.00039295981221460445,-0.000362211783089831,,-0.00048019362944896687,,-0.00039700399553070675,,,,,,,-0.0006074890535286143,,,,,0.00062051830936837,-0.0002778551373282137,,,-6.962021573573018e-06
1036,2026-07-31,SCHP,CH0024638196,10134303W,-0.00031619307294317216,-0.0003459691022337848,,-0.00035718106388025003,,-0.00043343320111311243,,,0.0005577188660106073,,,,0.0014199590760392762,0.0006888491946261965,,,,,,,,0.001315075735195466,,,0.0016185547510098044,,,-0.0003434025658670653,,-0.00039295981221460445,-0.000362211783089831,,-0.00048019362944896687,,-0.00039700399553070675,,,,,,,,,,,,0.00062051830936837,-0.0002778551373282137,,,1.4746709126547226e-05
1037,2026-07-31,SCHW,US8085131055,01398801,0.0009295314433510121,0.0010196181911647667,0.0022916171227168516,0.0010520605881563728,0.0010617125201578075,-0.00043343320111311243,,-0.000580083532316797,0.0005577188660106073,,-0.0013859480802060002,0.0023617686672898165,0.0014199590760392762,,,,0.0010866353492694932,-0.0007099795380196381,0.0010332737919392947,,,,,,,,,,,,,-0.0006747910477970904,-0.00048019362944896687,-0.0013301915482436897,-0.00039700399553070675,,,-0.0016771980390898698,0.0026913177836558376,,,,,-0.0007766890248134296,-0.0013456588918279188,,0.00062051830936837,-0.0002778551373282137,-0.0009076601152721648,,1.0861376983552195e-05
1038,2026-07-31,SCMN,CH0008742519,11492701W,,,,,-0.0005445960691632988,-0.00043343320111311243,,-0.000580083532316797,,,,,,,0.001701862716135309,,,,,,-0.0007926483883369932,,,,,,,,,,-0.000362211783089831,,0.0009524828370140001,,,,,,,,,,,,,0.0010917609877094435,-0.00062051830936837,-0.0002778551373282137,,,-3.801079518274651e-05
1039,2026-07-31,SDR,GB00BP9LHF23,01563801W,-0.00031619307294317216,-0.0003459691022337848,,-0.00035718106388025003,,0.001278747676212166,,,0.0005577188660106073,,,-0.0023861167978804334,,,,,-0.0005497703786090309,-0.0007099795380196381,0.0010332737919392947,,,,,,,,,,,-0.00039295981221460445,,-0.0006747910477970904,,-0.0013301915482436897,-0.00039700399553070675,,,,,-0.0009524828370140001,,,,-0.0007766890248134296,,0.0010917609877094435,0.00062051830936837,0.0010917609877094435,,,-7.981205459411019e-05
1040,2026-07-31,SDZ,CH1243598427,04336201W,,,,,-0.0005445960691632988,,,,0.0005577188660106073,-0.0008092773755049022,,,,0.0006888491946261965,,-0.00047820935825289675,,,,,,,,,,,,0.0013378805167306475,,0.0011630820572583016,0.0010666052045824978,-0.0006747910477970904,,,0.0011630820572583016,,0.0010969352104000098,,,,,-0.0006074890535286143,,-0.0007766890248134296,,-0.00037032532703104327,,-0.0002778551373282137,-0.0009076601152721648,,3.8299016581892545e-06
1041,2026-07-31,SE,US81141R1005,03254690,0.0009295314433510121,,,,,-0.00043343320111311243,,-0.000580083532316797,,,,,,,-0.000863631826098515,,-0.0005497703786090309,,,,,,,,,0.005143407319875601,,,,,,,0.0009524828370140001,,,,,,-0.0013942971650265183,,,,,,,,0.00062051830936837,0.0010917609877094435,,,4.096062632958999e-05
1042,2026-07-31,SEB A,SE0000148884,01567101W,-0.00031619307294317216,-0.0003459691022337848,,-0.00035718106388025003,-0.0005445960691632988,-0.00043343320111311243,,-0.000580083532316797,0.0005577188660106073,,,,,,-0.000863631826098515,,,0.002183521975418887,0.0010332737919392947,,0.0015638738472594732,,,,,,,,,,-0.000362211783089831,,-0.00048019362944896687,-0.0013301915482436897,,,,,,,,,,,,,,,0.0018082291358937658,0.0010666052045824978,0.00010261676570374895
1043,2026-07-31,SECU B,SE0000163594,10498101W,,,,0.0010520605881563728,,-0.00043343320111311243,,,0.0005577188660106073,,,,,0.0006888491946261965,,,0.0010866353492694932,,,,,0.001315075735195466,,0.001315075735195466,-0.0004125727796691658,,,-0.0003434025658670653,,-0.00039295981221460445,-0.000362211783089831,,-0.00048019362944896687,,0.0011630820572583016,,0.0010969352104000098,,,,,,,0.0015430221959626803,0.0013456588918279188,0.0010917609877094435,,0.0010917609877094435,,,0.00029651159699690065
1044,2026-07-31,SGE,GB00B8C3BL03,10464301W,-0.00031619307294317216,-0.0003459691022337848,,-0.00035718106388025003,,-0.00043343320111311243,,-0.000580083532316797,,-0.0008092773755049022,,,,,,-0.00047820935825289675,,,,-0.0011689562090626366,,,,0.001315075735195466,-0.0004125727796691658,,,-0.0003434025658670653,,,,,0.0009524828370140001,,-0.00039700399553070675,,,,,-0.0009524828370140001,,0.0011808843336449082,,,,,,,,0.0010666052045824978,5.676067537938444e-06
1045,2026-07-31,SGH,AU0000364754,20832601W,-0.00031619307294317216,-0.0003459691022337848,,-0.00035718106388025003,-0.0005445960691632988,-0.00043343320111311243,,,-0.0016532380671028715,,,,0.0014199590760392762,-0.00204825955216285,,,0.0010866353492694932,,,,,,,,-0.0004125727796691658,,,-0.0003434025658670653,,-0.00039295981221460445,-0.000362211783089831,,-0.00048019362944896687,,0.0011630820572583016,,0.0010969352104000098,,,,,-0.0006074890535286143,,-0.0007766890248134296,,,-0.00062051830936837,-0.0002778551373282137,,,-3.572280570343251e-05
1046,2026-07-31,SGO,FR0000125007,10181101W,-0.00031619307294317216,-0.0003459691022337848,,-0.00035718106388025003,-0.0005445960691632988,-0.00043343320111311243,,,,,,,,,,,,,,,,,,,-0.0004125727796691658,,,-0.0003434025658670653,,-0.00039295981221460445,-0.000362211783089831,,-0.00048019362944896687,,-0.00039700399553070675,,,,,0.0009485792188295165,,,0.0013535282420725264,0.0015430221959626803,0.0013456588918279188,0.0010917609877094435,0.00062051830936837,0.0010917609877094435,,,0.000124991686820913
1047,2026-07-31,SGP,AU000000SGP0,01618901W,-0.00031619307294317216,,,,,,,,,,,,,,,,-0.0005497703786090309,,,,-0.0007926483883369932,,,,,,,,,,,,0.0009524828370140001,-0.0013301915482436897,,-0.0031277476945189464,-0.0011127563913192406,,,-0.0009524828370140001,,0.0011808843336449082,,,0.0013456588918279188,-0.00037032532703104327,0.00062051830936837,-0.0002778551373282137,,,-0.0001447558786342988
1048,2026-07-31,SGRO,GB00B5ZN1N88,01564401W,-0.00031619307294317216,,,,,,,,,,,,,,,,,,-0.0030454385446631845,,0.0015638738472594732,-0.001315075735195466,0.002269150288180412,-0.001315075735195466,,,,-0.0003434025658670653,,,,,,0.0026005992066786745,,0.0031277476945189464,,,,,,,,,-0.0013456588918279188,-0.00037032532703104327,-0.00062051830936837,-0.0002778551373282137,,-0.0010666052045824978,-8.658104975756907e-06
1049,2026-07-31,SGSN,CH1256740924,10134001W,-0.00031619307294317216,-0.0003459691022337848,,-0.00035718106388025003,-0.0005445960691632988,-0.00043343320111311243,,,,,,,,0.0006888491946261965,,,0.0010866353492694932,,,,,,,0.001315075735195466,-0.0004125727796691658,,,-0.0003434025658670653,,-0.00039295981221460445,,,-0.00048019362944896687,,-0.00039700399553070675,,,,,,,,,,,,0.00062051830936837,-0.0002778551373282137,,0.0010666052045824978,5.65198971455845e-05
1050,2026-07-31,SHB A,SE0007100599,01565401W,-0.00031619307294317216,,,,-0.0005445960691632988,,,-0.000580083532316797,0.0005577188660106073,,0.001377698389252393,,-0.0007301366857867572,,-0.000863631826098515,,,0.002183521975418887,0.0010332737919392947,,0.0015638738472594732,,0.002269150288180412,,,,,,,,-0.000362211783089831,,-0.00048019362944896687,,,,,,,,,-0.0006074890535286143,,,,,,,0.0018082291358937658,0.0010666052045824978,0.0002272048309581349
1051,2026-07-31,SHEL,GB00BP6MXD84,01238401W,0.0009295314433510121,,,0.0010520605881563728,0.0010617125201578075,-0.00043343320111311243,,-0.000580083532316797,0.0005577188660106073,,-0.0013859480802060002,,-0.0007301366857867572,0.0006888491946261965,,,,,0.0010332737919392947,,,,,,-0.0004125727796691658,,,-0.0003434025658670653,,,,,,,-0.00039700399553070675,,-0.0011127563913192406,,,,,0.0011808843336449082,0.0013535282420725264,,,,0.00062051830936837,-0.0002778551373282137,,,2.1800392170975376e-05
1052,2026-07-31,SHL,AU000000SHL7,20709701W,-0.00031619307294317216,,,0.0010520605881563728,,,,,,-0.0008092773755049022,,,,,0.001701862716135309,-0.00047820935825289675,,,,,,,0.002269150288180412,,,,,-0.0003434025658670653,,-0.00039295981221460445,-0.000362211783089831,-0.0006747910477970904,0.0009524828370140001,,-0.00039700399553070675,-0.0031277476945189464,,,,,0.001780410226110785,0.0011808843336449082,,,0.0013456588918279188,0.0010917609877094435,-0.00062051830936837,-0.0002778551373282137,0.0018082291358937658,,0.0001299087933030355
1053,2026-07-31,SHL,DE000SHL1006,32676501W,-0.00031619307294317216,-0.0003459691022337848,,-0.00035718106388025003,,,,,0.0005577188660106073,-0.0008092773755049022,,,,0.0006888491946261965,-0.000863631826098515,-0.00047820935825289675,,,,,-0.0007926483883369932,,,,,,,0.0013378805167306475,,-0.00039295981221460445,-0.000362211783089831,-0.0006747910477970904,-0.00048019362944896687,,0.0011630820572583016,,-0.0011127563913192406,,,,,,0.0013535282420725264,,0.0013456588918279188,-0.00037032532703104327,,-0.0002778551373282137,0.0018082291358937658,,2.991895910160671e-05
1054,2026-07-31,SHOP,CA82509L1076,02365001C,-0.00031619307294317216,-0.0003459691022337848,,-0.00035718106388025003,-0.0005445960691632988,-0.00043343320111311243,,-0.000580083532316797,,-0.0008092773755049022,,,,,,-0.00047820935825289675,,,,-0.0011689562090626366,,,,,-0.0004125727796691658,,,-0.0003434025658670653,,-0.00039295981221460445,-0.000362211783089831,,,,-0.00039700399553070675,,,,,,,-0.0006074890535286143,,,,,,,,-0.0010666052045824978,-0.0001723104940588032
1055,2026-07-31,SHW,US8243481061,00966701,-0.00031619307294317216,-0.0003459691022337848,-0.0011869401507405232,-0.00035718106388025003,-0.0005445960691632988,-0.00043343320111311243,,,,,,,,,,-0.00047820935825289675,-0.0005497703786090309,-0.0007099795380196381,,,,,,,-0.0004125727796691658,,0.006612952268411486,-0.0003434025658670653,-0.0031277476945189464,-0.00039295981221460445,-0.000362211783089831,,-0.00048019362944896687,,-0.00039700399553070675,,,,,,,-0.0006074890535286143,,,,-0.00037032532703104327,-0.00062051830936837,-0.0002778551373282137,-0.0009076601152721648,,-0.00024465263302614164
1056,2026-07-31,SIE,DE0007236101,01934901W,,-0.0003459691022337848,,-0.00035718106388025003,-0.0005445960691632988,-0.00043343320111311243,,,0.0005577188660106073,,,,,0.0006888491946261965,,,,,,,,,,,-0.0004125727796691658,,,-0.0003434025658670653,,-0.00039295981221460445,-0.000362211783089831,,-0.00048019362944896687,,-0.00039700399553070675,,,,,0.0009485792188295165,,-0.0006074890535286143,,,,-0.00037032532703104327,-0.00062051830936837,-0.0002778551373282137,,,-8.23077904540867e-05
1057,2026-07-31,SIG,AU000000SIG5,25438001W,-0.00031619307294317216,,,-0.00035718106388025003,,,,,0.0005577188660106073,-0.0008092773755049022,,,,0.0006888491946261965,-0.000863631826098515,-0.00047820935825289675,0.0010866353492694932,,,,-0.0007926483883369932,,,,,,,-0.0003434025658670653,,-0.00039295981221460445,-0.000362211783089831,-0.0006747910477970904,-0.00048019362944896687,,-0.00039700399553070675,-0.0031277476945189464,-0.0011127563913192406,,,-0.0009524828370140001,-0.001780410226110785,,,-0.0007766890248134296,,-0.00037032532703104327,-0.00062051830936837,-0.0002778551373282137,,,-0.0003118788154832219
