style,ddt,ticker,isin,gvkeyiid,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Capital Efficiency,Capital Efficiency,Capital Efficiency,Capital Efficiency,Capital Efficiency,Capital Efficiency,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Price Momentum,Valuation,Valuation,Valuation,Valuation,Valuation,Valuation,Valuation,Valuation,Volatility,MP
1126,2026-05-31,TLC,AU0000219529,35307001W,,-0.0003865401587868912,-0.00033206523386040276,,-0.0005187061147187088,,-0.0003865401587868912,-0.0005607278759111105,-0.0007826413815720446,-0.0006364583648991053,,-0.0009385064024783416,0.0011019279153477047,,,0.0017578373887689573,0.0016285846395947695,,0.001652891873021557,,0.0012656429199136494,-0.00023562501168605175,0.002171446186126359,,,,-0.0029930744727687656,-0.001942872903376216,-0.00046433440458047936,0.001318378041576718,0.0011476036838595266,0.0010648438028119647,0.0011300383213514727,-0.0006552884940381321,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,-0.0003825345612865089,,,,,,,,,,-0.0006836034289657057,0.0010206797741239108,7.714501010342498e-05
1127,2026-05-31,TLS,AU000000TLS2,21021602W,,-0.0003865401587868912,-0.00033206523386040276,,-0.0005187061147187088,,-0.0003865401587868912,-0.0005607278759111105,,-0.0006364583648991053,,,,,0.0011300383213514727,,0.0016285846395947695,,-0.0008326598157326641,,,-0.00023562501168605175,,,,,,,-0.00046433440458047936,,,,,,,,,,,,,,,,,,,,,,-6.373676485424632e-05
1128,2026-05-31,TLX,DE000TLX1005,26980901W,,,,,-0.0005187061147187088,,0.0011416882009530342,,,,,,0.0011019279153477047,,,-0.0005375910460798267,,,-0.0008326598157326641,,,-0.00023562501168605175,-0.0007457491952353153,,,,,,0.0009190353152899943,,,,-0.0005738018419297633,,,,,-0.0003578150419788185,,,,,0.0017037500844991435,,,,,,,,1.2116501902731323e-06
1129,2026-05-31,TMO,US8835561023,01053001,,,,,-0.0005187061147187088,,,,-0.0007826413815720446,,,,,,-0.0005859457962563192,-0.0005375910460798267,,-0.0011596204763606737,,-0.0012729167297982106,,-0.00023562501168605175,-0.0007457491952353153,0.0006651276606152812,,,,,-0.00046433440458047936,-0.0006671310571833996,,,-0.0005738018419297633,,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,,,0.0023314474840514595,,-0.0005782963733286909,-0.0005798102381803368,-0.0007508051219826733,,,,,,-9.780299371463056e-05
1130,2026-05-31,TMUS,US8725901040,01787401,-0.0012952486022508108,-0.0003865401587868912,-0.00033206523386040276,-0.0005349939878862045,0.0010159977568114159,,0.0011416882009530342,,,-0.0006364583648991053,,0.002734413715862823,,,-0.0005859457962563192,,,,-0.0008326598157326641,,,-0.00023562501168605175,,,0.005402134414265577,,,0.001942872903376216,,,,,,,,,-0.00034934938641149627,-0.0003578150419788185,,,,,,,,,,,,,1.9131448474527155e-05
1131,2026-05-31,TOST,US8887871080,03952401,,,0.00098003323444641,0.0010547024332613745,,,,-0.0005607278759111105,,,-0.001893055649443493,,0.0011019279153477047,,0.0011300383213514727,-0.0005375910460798267,,,,,,0.0009267259873844713,-0.0007457491952353153,,,,,,,,,,,,,,,,,0.002734413715862823,,-0.001118623792852973,-0.0005782963733286909,-0.0005798102381803368,-0.0007508051219826733,-0.0014107484776107557,,-0.0014382305908109652,,-0.0010301744696971564,-3.140201631211664e-05
1132,2026-05-31,TOU,CA89156V1067,18595601C,,,,,,,-0.0003865401587868912,-0.0005607278759111105,,,-0.001893055649443493,,,,,,,,,-0.0012729167297982106,-0.0012584517669595946,-0.00023562501168605175,,-0.001977567062365077,,,,,,,,,,-0.0006552884940381321,-0.005402134414265577,,,,-0.0003825345612865089,,,,,,,,,,-0.0006836034289657057,-0.0010301744696971564,-0.00038616956763149493
1133,2026-05-31,TPL,US88262P1021,01050401,,,,,,,,,,,0.0006382925388613506,,-0.0011074375549244432,,,,,,,,,-0.00023562501168605175,,0.0006651276606152812,,,,,,,0.0011476036838595266,,,,0.006514338558379078,,,,0.0014765834065659244,0.002734413715862823,-0.00120373647274396,,,,,,,,,-0.0010301744696971564,0.00023272896824584515
1134,2026-05-31,TPR,US8760301072,14054101,0.0025169035339191893,0.0011476036838595266,0.00098003323444641,0.0010547024332613745,,,0.0011416882009530342,0.0016406482295176937,0.00303407549294368,0.0024339286921416336,,0.002734413715862823,,,0.0011300383213514727,0.0017578373887689573,0.0016285846395947695,,,,0.0012656429199136494,0.0009267259873844713,-0.0007457491952353153,,,,,,,0.001318378041576718,0.0011476036838595266,0.0010648438028119647,0.0011300383213514727,0.001925978356390336,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,0.0014765834065659244,0.002734413715862823,,,,,,,,,,0.0010206797741239108,0.0005096637513788486
1135,2026-05-31,TREL B,SE0000114837,10104802W,,,,,-0.0005187061147187088,,-0.0003865401587868912,,,,0.0006382925388613506,,,,-0.0005859457962563192,,,,,,-0.0012584517669595946,-0.00023562501168605175,,,,,,,-0.00046433440458047936,,,,,,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,-0.0003825345612865089,,,,,-0.0005798102381803368,,,,,0.0013423485514235676,-0.0010301744696971564,-8.15137031935498e-05
1136,2026-05-31,TRGP,US87612G1013,18553201,-0.0012952486022508108,,,,,,,0.0016406482295176937,,,-0.001893055649443493,,0.0011019279153477047,,-0.0005859457962563192,,,,,,0.0012656429199136494,0.0009267259873844713,,,,,,,,,,,,0.001925978356390336,0.006514338558379078,,,,-0.0003825345612865089,-0.0009546875473486579,-0.00120373647274396,,,,,,,,-0.0006836034289657057,0.0010206797741239108,0.00019254958296033777
1137,2026-05-31,TRMB,US8962391004,02281501,,-0.0003865401587868912,-0.00033206523386040276,,-0.0005187061147187088,,-0.0003865401587868912,,-0.0007826413815720446,-0.0006364583648991053,,-0.0009385064024783416,,,,,,-0.0011596204763606737,,,,-0.00023562501168605175,,,,,,,-0.00046433440458047936,-0.0006671310571833996,-0.0011535807863796283,-0.0010751820921596534,-0.0005738018419297633,,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,-0.0003825345612865089,-0.0009546875473486579,-0.00120373647274396,,,-0.0005798102381803368,,,,,,,-0.00021997801573513985
1138,2026-05-31,TRN,IT0003242622,27045101W,,,,,-0.0005187061147187088,,-0.0003865401587868912,-0.0005607278759111105,,,-0.001893055649443493,,-0.0011074375549244432,,,,,,,-0.0012729167297982106,-0.0012584517669595946,-0.00023562501168605175,,-0.001977567062365077,,0.0031641072997841235,,,,,0.0011476036838595266,,,-0.0006552884940381321,,-0.00043772235372507634,,-0.0003578150419788185,,,,,,-0.0005798102381803368,,,,,,,-0.00024062724521122848
1139,2026-05-31,TROW,US74144T1088,01213801,-0.0012952486022508108,-0.0003865401587868912,-0.00033206523386040276,-0.0005349939878862045,-0.0005187061147187088,-0.0025169035339191893,,,,,-0.001893055649443493,,,,-0.0005859457962563192,-0.0005375910460798267,-0.0008295412396437777,,-0.0008326598157326641,,,-0.00023562501168605175,,,,-0.0010857230930631796,,,-0.00046433440458047936,,,,,,,,-0.00034934938641149627,,,,-0.00120373647274396,0.0022148751098488863,,-0.0005798102381803368,0.0022148751098488863,,,0.002839583474165239,,-0.0010301744696971564,-6.97251177070268e-05
1140,2026-05-31,TRP,CA87807B1076,01067101C,,,,,-0.0005187061147187088,,-0.0003865401587868912,-0.0005607278759111105,,,0.0006382925388613506,,-0.0011074375549244432,,,,,,,-0.0012729167297982106,,-0.00023562501168605175,,-0.001977567062365077,,,,0.001942872903376216,,,,,,,,,,,-0.0003825345612865089,,,,,-0.0005798102381803368,,,,,-0.0006836034289657057,0.0010206797741239108,-0.000189435444249597
1141,2026-05-31,TRU,US89400J1079,02463801,-0.0012952486022508108,-0.0003865401587868912,-0.00033206523386040276,-0.0005349939878862045,0.0010159977568114159,0.0025169035339191893,,,,,0.0006382925388613506,,,,,,,,,-0.0012729167297982106,,-0.00023562501168605175,,,,,,,,,,,,-0.0006552884940381321,,,,0.0010547024332613745,-0.0003825345612865089,-0.0009546875473486579,-0.00120373647274396,,,,,,,,,,-5.257055519234671e-05
1142,2026-05-31,TRV,US89417E1091,06268905,0.0025169035339191893,0.0011476036838595266,,,-0.0005187061147187088,-0.0025169035339191893,,-0.0005607278759111105,,,0.0006382925388613506,,,,,-0.0005375910460798267,,,-0.0008326598157326641,,,0.0009267259873844713,,,,-0.0010857230930631796,,,,,,0.0010648438028119647,,,,,0.0010301744696971564,0.0010547024332613745,,,,0.0022148751098488863,0.0017037500844991435,-0.0005798102381803368,0.0022148751098488863,0.002768593887311108,,,,,0.00019916178566011246
1143,2026-05-31,TRYG,DK0060636678,27428201W,,,,,,,,,,,0.0006382925388613506,,0.0011019279153477047,,,-0.0005375910460798267,,,-0.0008326598157326641,,,-0.00023562501168605175,-0.0007457491952353153,,,-0.0010857230930631796,,,,,,-0.0010751820921596534,-0.0005738018419297633,,,,-0.00034934938641149627,-0.0003578150419788185,,,,-0.001118623792852973,-0.0005782963733286909,,-0.0007508051219826733,,,,,-0.0010301744696971564,-0.0001334658004024007
1144,2026-05-31,TSCO,GB00BLGZ9862,10013101W,,,,,,,,,,,,,0.0011019279153477047,,,,,,0.001652891873021557,0.0012656429199136494,0.0012656429199136494,-0.00023562501168605175,0.002171446186126359,0.0006651276606152812,,,,-0.001942872903376216,0.0009190353152899943,-0.0006671310571833996,-0.0011535807863796283,,-0.0005738018419297633,,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,-0.0003825345612865089,,,-0.001118623792852973,,,-0.0007508051219826733,,,-0.0014382305908109652,,,7.742257562549327e-05
1145,2026-05-31,TSCO,US8923561067,02973601,-0.0012952486022508108,-0.0003865401587868912,-0.00033206523386040276,,,,-0.0003865401587868912,-0.0005607278759111105,-0.0007826413815720446,-0.0006364583648991053,,,0.0011019279153477047,,-0.0005859457962563192,-0.0005375910460798267,,,,,0.0012656429199136494,-0.00023562501168605175,-0.0007457491952353153,,-0.005273512166306872,,,,,,,,,-0.0006552884940381321,-0.005402134414265577,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,0.0014765834065659244,-0.0009546875473486579,-0.00120373647274396,,,,,,,,-0.0006836034289657057,,-0.00027219072956972056
1146,2026-05-31,TSEM,IL0010823792,03125501W,,,,,,,,,-0.0007826413815720446,-0.0006364583648991053,,0.002734413715862823,,,,,,-0.0011596204763606737,,,-0.0012584517669595946,-0.00023562501168605175,,,,,,,-0.00046433440458047936,-0.0006671310571833996,-0.0011535807863796283,-0.0010751820921596534,-0.0005738018419297633,,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,-0.0003825345612865089,,,,,,,,,,,-0.0010301744696971564,-0.000144685435135858
1147,2026-05-31,TSLA,US88160R1014,18499601,,-0.0003865401587868912,-0.00033206523386040276,,-0.0005187061147187088,-0.0025169035339191893,-0.0003865401587868912,-0.0005607278759111105,-0.0007826413815720446,-0.0006364583648991053,,-0.0009385064024783416,,,-0.0005859457962563192,-0.0005375910460798267,0.0016285846395947695,,,,,-0.00023562501168605175,-0.0007457491952353153,,0.005402134414265577,,,,-0.00046433440458047936,-0.0006671310571833996,,,,-0.0006552884940381321,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,-0.0003825345612865089,-0.0009546875473486579,0.0023314474840514595,,,,,,,,-0.0006836034289657057,,-0.00019107350956520743
1148,2026-05-31,TSN,US9024941034,01079301,,,,,0.0010159977568114159,0.0025169035339191893,,,,,,,,,-0.0005859457962563192,,,,-0.0008326598157326641,,,-0.00023562501168605175,-0.0007457491952353153,0.0006651276606152812,-0.005273512166306872,,,0.001942872903376216,,-0.0006671310571833996,,,-0.0005738018419297633,,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,-0.0003825345612865089,,,,-0.0005782963733286909,-0.0005798102381803368,-0.0007508051219826733,-0.0014107484776107557,-0.0022600766427029453,,-0.0006836034289657057,,-0.00018313127811238371
1149,2026-05-31,TT,IE00BK9ZQ967,00595901,-0.0012952486022508108,-0.0003865401587868912,-0.00033206523386040276,,-0.0005187061147187088,,-0.0003865401587868912,,,,0.0006382925388613506,,,,,,,,,,,-0.00023562501168605175,,0.0006651276606152812,,,,,,,,,,,,0.0012952486022508108,-0.00034934938641149627,-0.0003578150419788185,-0.0003825345612865089,-0.0009546875473486579,0.0023314474840514595,,,-0.0005798102381803368,,,,,-0.0006836034289657057,,-4.99353664823963e-05
1150,2026-05-31,TTE,FR0000120271,02462502W,,,,,0.0010159977568114159,,-0.0003865401587868912,-0.0005607278759111105,,,0.0006382925388613506,,,,-0.0005859457962563192,,,,,,,-0.00023562501168605175,,0.0006651276606152812,,,,-0.001942872903376216,,,,,-0.0005738018419297633,,,,,,-0.0003825345612865089,,,,,0.0011300383213514727,,,,,,,5.634525621087254e-06
1151,2026-05-31,TTWO,US8740541094,06463001,,,0.00098003323444641,0.0010547024332613745,0.0010159977568114159,,,0.0016406482295176937,,-0.0006364583648991053,,-0.0009385064024783416,,-0.0018457292582074053,,,0.0016285846395947695,,0.001652891873021557,,,0.0009267259873844713,,,,,,,,,,,,,,,-0.00034934938641149627,,,,,,,,,,,,-0.0006836034289657057,,-1.793839458670466e-06
1152,2026-05-31,TUB,BE0003823409,10148302W,,,,,,,,,-0.0007826413815720446,,,,-0.0011074375549244432,-0.0018457292582074053,,-0.0005375910460798267,-0.0008295412396437777,-0.0011596204763606737,0.001652891873021557,-0.0012729167297982106,-0.0012584517669595946,,0.002171446186126359,,,,,,,-0.0006671310571833996,,,,,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,,,,-0.001118623792852973,-0.0005782963733286909,,-0.0007508051219826733,,,,-0.0006836034289657057,-0.0010301744696971564,-0.00030541645322193744
1153,2026-05-31,TW,US8926721064,03491901,,,0.00098003323444641,0.0010547024332613745,-0.0005187061147187088,,-0.0003865401587868912,-0.0005607278759111105,,,-0.001893055649443493,,,,,-0.0005375910460798267,,,,,,0.0009267259873844713,,,,,,,-0.00046433440458047936,,,,,,,,,,,0.002734413715862823,0.0023314474840514595,-0.001118623792852973,-0.0005782963733286909,-0.0005798102381803368,-0.0007508051219826733,-0.0014107484776107557,,-0.0014382305908109652,,-0.0010301744696971564,4.018717907961628e-06
1154,2026-05-31,TWLO,US90138F1021,02736401,-0.0012952486022508108,-0.0003865401587868912,-0.00033206523386040276,-0.0005349939878862045,0.0010159977568114159,,,-0.0005607278759111105,-0.0007826413815720446,-0.0006364583648991053,,0.002734413715862823,0.0011019279153477047,,-0.0005859457962563192,,,-0.0011596204763606737,,,,-0.00023562501168605175,,,,,,,0.0009190353152899943,,,0.0010648438028119647,0.0011300383213514727,,,-0.00043772235372507634,,,-0.0003825345612865089,,,,,-0.0005798102381803368,,,,,,-0.0010301744696971564,-6.552620619564865e-05
1155,2026-05-31,TXN,US8825081040,01049901,0.0025169035339191893,0.0011476036838595266,0.00098003323444641,0.0010547024332613745,,,,0.0016406482295176937,0.00303407549294368,0.0024339286921416336,,0.002734413715862823,,,0.0011300383213514727,,,-0.0011596204763606737,,,,-0.00023562501168605175,,,,,,,-0.00046433440458047936,,0.0011476036838595266,,,,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,-0.0003825345612865089,,,,,,,,,,,,0.0001300753104964465
1156,2026-05-31,TXT,US8832031012,01051901,-0.0012952486022508108,-0.0003865401587868912,-0.00033206523386040276,,0.0010159977568114159,0.0025169035339191893,0.0011416882009530342,,,,0.0006382925388613506,,,,,,,,,,,-0.00023562501168605175,,0.0006651276606152812,,,,,0.0009190353152899943,,,0.0010648438028119647,0.0011300383213514727,,,-0.00043772235372507634,,,-0.0003825345612865089,-0.0009546875473486579,,,,,,,,,0.0013423485514235676,,0.0001387171705725823
1157,2026-05-31,TYL,US9022521051,01078901,-0.0012952486022508108,-0.0003865401587868912,-0.00033206523386040276,-0.0005349939878862045,,,-0.0003865401587868912,-0.0005607278759111105,-0.0007826413815720446,-0.0006364583648991053,,-0.0009385064024783416,-0.0011074375549244432,0.001830475297395774,-0.0005859457962563192,,,-0.0011596204763606737,,,,-0.00023562501168605175,,,,,,,-0.00046433440458047936,-0.0006671310571833996,,,-0.0005738018419297633,,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,-0.0003825345612865089,-0.0009546875473486579,-0.00120373647274396,,,,,,,,,,-7.988992131329218e-05
1158,2026-05-31,U11,SG1M31001969,01567901W,,-0.0003865401587868912,-0.00033206523386040276,-0.0005349939878862045,,,-0.0003865401587868912,-0.0005607278759111105,,,,,,,0.0011300383213514727,0.0017578373887689573,0.0016285846395947695,,0.001652891873021557,,,-0.00023562501168605175,0.002171446186126359,,,0.0031641072997841235,,,-0.00046433440458047936,,,,,,,,-0.00034934938641149627,,,,,,-0.0005782963733286909,0.0011300383213514727,,,,0.002839583474165239,,,0.00019265463014480583
1159,2026-05-31,U96,SG1R50925390,01977401W,,,-0.00033206523386040276,,-0.0005187061147187088,,-0.0003865401587868912,-0.0005607278759111105,,,0.0006382925388613506,,,,,,,,,,,-0.00023562501168605175,,0.0006651276606152812,,0.0031641072997841235,,,-0.00046433440458047936,,,,,-0.0006552884940381321,,-0.00043772235372507634,,-0.0003578150419788185,,,,0.0022148751098488863,0.0017037500844991435,,0.0022148751098488863,0.002768593887311108,,0.002839583474165239,,,0.00023357714098133005
1160,2026-05-31,UAL,US9100471096,01079504,-0.0012952486022508108,-0.0003865401587868912,-0.00033206523386040276,-0.0005349939878862045,0.0010159977568114159,0.0025169035339191893,,,,,-0.001893055649443493,,,,-0.0005859457962563192,,,,,,0.0012656429199136494,-0.00023562501168605175,,-0.001977567062365077,,,,,0.0009190353152899943,-0.0006671310571833996,-0.0011535807863796283,-0.0010751820921596534,-0.0005738018419297633,-0.0006552884940381321,,-0.00043772235372507634,-0.00034934938641149627,,-0.0003825345612865089,-0.0009546875473486579,,,,0.0011300383213514727,,,,,0.0013423485514235676,0.0010206797741239108,9.064022248619635e-06
1161,2026-05-31,UBER,US90353T1007,03507701,-0.0012952486022508108,-0.0003865401587868912,-0.00033206523386040276,-0.0005349939878862045,0.0010159977568114159,0.0025169035339191893,-0.0003865401587868912,,,,0.0006382925388613506,,,,,,,,,,,0.0009267259873844713,,0.0006651276606152812,,,,,,0.001318378041576718,0.0011476036838595266,0.0010648438028119647,0.0011300383213514727,0.001925978356390336,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,-0.0003825345612865089,0.002734413715862823,,,,0.0011300383213514727,,,,,0.0013423485514235676,,0.00031120716195549164
1162,2026-05-31,UBSG,CH0244767585,14449609W,,,,0.0010547024332613745,0.0010159977568114159,,-0.0003865401587868912,0.0016406482295176937,,,0.0006382925388613506,,,,,0.0017578373887689573,,,,,,0.0009267259873844713,,,,0.0031641072997841235,,,,,,0.0010648438028119647,0.0011300383213514727,,,,0.0010301744696971564,-0.0003578150419788185,,,,,,0.0011300383213514727,-0.0007508051219826733,,,0.002839583474165239,,,0.0002701259346149842
1163,2026-05-31,UCB,BE0003739530,10075101W,,0.0011476036838595266,0.00098003323444641,0.0010547024332613745,,,,,-0.0007826413815720446,,,,,,0.0011300383213514727,-0.0005375910460798267,-0.0008295412396437777,-0.0011596204763606737,-0.0008326598157326641,,,-0.00023562501168605175,-0.0007457491952353153,0.0006651276606152812,,,,,,0.001318378041576718,0.0011476036838595266,0.0010648438028119647,0.0011300383213514727,,,,,,,,,-0.001118623792852973,-0.0005782963733286909,0.0011300383213514727,-0.0007508051219826733,,,,,,7.087956868456005e-06
1164,2026-05-31,UCG,IT0005239360,01554901W,,,-0.00033206523386040276,,,,-0.0003865401587868912,-0.0005607278759111105,,,0.0006382925388613506,,,,0.0011300383213514727,0.0017578373887689573,,,,,,0.0009267259873844713,,,,-0.0010857230930631796,,,,,,,,,,,,,,,,0.0022148751098488863,0.0017037500844991435,0.0011300383213514727,0.0022148751098488863,,,,,,0.00015002642015023127
1165,2026-05-31,UHR,CH0012255151,10134703W,,-0.0003865401587868912,-0.00033206523386040276,,0.0010159977568114159,,-0.0003865401587868912,-0.0005607278759111105,-0.0007826413815720446,-0.0006364583648991053,,-0.0009385064024783416,,-0.0018457292582074053,-0.0005859457962563192,0.0017578373887689573,,,-0.0008326598157326641,-0.0012729167297982106,-0.0012584517669595946,-0.00023562501168605175,-0.0007457491952353153,,,,-0.0029930744727687656,-0.001942872903376216,-0.00046433440458047936,,0.0011476036838595266,0.0010648438028119647,0.0011300383213514727,-0.0006552884940381321,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,,,,,,,,,,,-0.0006836034289657057,-0.0010301744696971564,-0.00040907739498539084
1166,2026-05-31,ULTA,US90384S3031,17870401,,,,,-0.0005187061147187088,,-0.0003865401587868912,-0.0005607278759111105,0.00303407549294368,0.0024339286921416336,,,0.0011019279153477047,0.001830475297395774,-0.0005859457962563192,-0.0005375910460798267,0.0016285846395947695,,,0.0012656429199136494,,-0.00023562501168605175,-0.0007457491952353153,,,,,,,0.001318378041576718,,,,-0.0006552884940381321,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,-0.0003825345612865089,,,,,,,,,,,,0.0001275411317272969
1167,2026-05-31,UMG,NL0015000IY2,35036601W,,-0.0003865401587868912,-0.00033206523386040276,-0.0005349939878862045,,,-0.0003865401587868912,-0.0005607278759111105,,-0.0006364583648991053,,-0.0009385064024783416,,0.001830475297395774,,,-0.0008295412396437777,,-0.0008326598157326641,,,-0.00023562501168605175,,,,,,,,,,,,,,,-0.00034934938641149627,-0.0003578150419788185,,,,,,,,,,,-0.0006836034289657057,,1.1997493024862402e-05
1168,2026-05-31,UNH,US91324P1021,01090301,,,,,,,,,-0.0007826413815720446,,,,0.0011019279153477047,,,-0.0005375910460798267,,-0.0011596204763606737,0.001652891873021557,0.0012656429199136494,0.0012656429199136494,-0.00023562501168605175,0.002171446186126359,0.0006651276606152812,,,-0.0029930744727687656,-0.001942872903376216,0.0009190353152899943,-0.0006671310571833996,-0.0011535807863796283,-0.0010751820921596534,-0.0005738018419297633,,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,,,0.0023314474840514595,,-0.0005782963733286909,,-0.0007508051219826733,,,,-0.0006836034289657057,0.0010206797741239108,0.00015045999349085374
1169,2026-05-31,UNI,IT0004810054,01586202W,,0.0011476036838595266,0.00098003323444641,0.0010547024332613745,,,-0.0003865401587868912,-0.0005607278759111105,,,-0.001893055649443493,,,,,-0.0005375910460798267,,,-0.0008326598157326641,,,-0.00023562501168605175,-0.0007457491952353153,,,0.0031641072997841235,,,,,,0.0010648438028119647,0.0011300383213514727,,,,0.0010301744696971564,0.0010547024332613745,,,,0.0022148751098488863,0.0017037500844991435,,0.0022148751098488863,0.002768593887311108,,,,,0.000234863810667188
1170,2026-05-31,UNP,US9078181081,01086701,,,-0.00033206523386040276,,,,-0.0003865401587868912,,,,-0.001893055649443493,,,,-0.0005859457962563192,,,,,-0.0012729167297982106,,-0.00023562501168605175,,-0.001977567062365077,,,,,-0.00046433440458047936,-0.0006671310571833996,,,-0.0005738018419297633,-0.0006552884940381321,,,-0.00034934938641149627,-0.0003578150419788185,-0.0003825345612865089,-0.0009546875473486579,-0.00120373647274396,,,,,,,,-0.0006836034289657057,,-0.0002784547609756369
1171,2026-05-31,UPM,FI0009005987,10171803W,,-0.0003865401587868912,-0.00033206523386040276,-0.0005349939878862045,,,,,,-0.0006364583648991053,,-0.0009385064024783416,,,,-0.0005375910460798267,-0.0008295412396437777,,,,,-0.00023562501168605175,,,,,,0.001942872903376216,-0.00046433440458047936,-0.0006671310571833996,,,,-0.0006552884940381321,,,,-0.0003578150419788185,-0.0003825345612865089,,,,-0.0005782963733286909,0.0011300383213514727,,,,,0.0013423485514235676,,-1.0295338692877676e-05
1172,2026-05-31,UPS,US9113121068,01092001,,-0.0003865401587868912,-0.00033206523386040276,,,0.0025169035339191893,-0.0003865401587868912,,,,-0.001893055649443493,,,,,,,,,0.0012656429199136494,0.0012656429199136494,-0.00023562501168605175,,,,,,,-0.00046433440458047936,-0.0006671310571833996,-0.0011535807863796283,-0.0010751820921596534,-0.0005738018419297633,-0.0006552884940381321,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,-0.0003825345612865089,-0.0009546875473486579,-0.00120373647274396,,,0.0011300383213514727,,,,,-0.0006836034289657057,0.0010206797741239108,-2.972055756404605e-05
1173,2026-05-31,URI,US9113631090,06606501,,,,,,,,,,,-0.001893055649443493,,,,-0.0005859457962563192,,,,,,,-0.00023562501168605175,,-0.001977567062365077,,,,,,,,,,-0.0006552884940381321,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,-0.0003825345612865089,-0.0009546875473486579,-0.00120373647274396,,,,,,,,-0.0006836034289657057,,-0.00022704818933709823
1174,2026-05-31,URW,FR0013326246,01638302W,,,,,,,,,,-0.0006364583648991053,,,-0.0011074375549244432,,,,,,,,,,-0.0007457491952353153,,,0.0031641072997841235,-0.0029930744727687656,-0.001942872903376216,,-0.0006671310571833996,,-0.0010751820921596534,,,,,,,-0.0003825345612865089,,,,0.0017037500844991435,,,,,,0.0013423485514235676,,1.5118473239230938e-05
1175,2026-05-31,USB,US9029733048,00472301,,,,,,,-0.0003865401587868912,0.0016406482295176937,,,0.0006382925388613506,,-0.0011074375549244432,,,-0.0005375910460798267,,,,,,-0.00023562501168605175,,,,-0.0010857230930631796,,,-0.00046433440458047936,,,,,,,,,,,,,,,,,,,0.002839583474165239,,,9.866776630110511e-05
1176,2026-05-31,UTHR,US91307C1027,12144001,,,-0.00033206523386040276,,,,,,0.00303407549294368,,,,0.0011019279153477047,0.001830475297395774,-0.0005859457962563192,0.0017578373887689573,,0.004520153285405891,,-0.0012729167297982106,-0.0012584517669595946,-0.00023562501168605175,-0.0007457491952353153,-0.001977567062365077,,,,,-0.00046433440458047936,,,,-0.0005738018419297633,,,,,-0.0003578150419788185,,,-0.00120373647274396,,,,,,,,,-0.0010301744696971564,4.809667495906693e-06
1177,2026-05-31,UU.,GB00B39J2M42,10270403W,,,0.00098003323444641,,0.0010159977568114159,,-0.0003865401587868912,-0.0005607278759111105,,,0.0006382925388613506,,,,,,,,,-0.0012729167297982106,,0.0009267259873844713,,,,-0.0010857230930631796,,,,,,,,0.001925978356390336,,0.0012952486022508108,,0.0010547024332613745,,,,-0.001118623792852973,-0.0005782963733286909,0.0011300383213514727,-0.0007508051219826733,,-0.0022600766427029453,-0.0014382305908109652,,0.0010206797741239108,-1.815231333670551e-05
1178,2026-05-31,V,US92826C8394,17953401,,-0.0003865401587868912,,,-0.0005187061147187088,,-0.0003865401587868912,0.0016406482295176937,,,-0.001893055649443493,,0.0011019279153477047,,,-0.0005375910460798267,0.0016285846395947695,,,,,-0.00023562501168605175,-0.0007457491952353153,,,,,,-0.00046433440458047936,,,,,,,,-0.00034934938641149627,-0.0003578150419788185,,0.002734413715862823,-0.00120373647274396,-0.001118623792852973,-0.0005782963733286909,-0.0005798102381803368,-0.0007508051219826733,-0.0014107484776107557,,-0.0014382305908109652,,-0.0010301744696971564,-9.280572595454531e-05
