style,ddt,ticker,isin,gvkeyiid,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Capital Efficiency,Capital Efficiency,Capital Efficiency,Capital Efficiency,Capital Efficiency,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Historical Growth,Historical Growth,Historical Growth,Price Momentum,Price Momentum,Valuation,Volatility,MP
296,2026-07-31,600415 CH Equity,CNE000001BC8,27071401W,,,,,,,,-0.016129032258064516,,,,-0.02564102564102564,,,,-0.012658227848101266,,-0.013513513513513514,,0.008771929824561403,,,,0.017857142857142856,,,0.0064516129032258064,0.0024752475247524753,0.0001738248079892496
297,2026-07-31,600418 CH Equity,CNE0000018M9,26003201W,,-0.01,-0.010638297872340425,,0.014492753623188406,,-0.014285714285714285,-0.016129032258064516,,,,,,,-0.011627906976744186,0.00423728813559322,,0.0045871559633027525,,0.008771929824561403,,,,,,0.017857142857142856,-0.01282051282051282,0.0024752475247524753,-0.0009986081253453138
298,2026-07-31,600426 CH Equity,CNE000001BM7,27073701W,,,,,0.014492753623188406,,,,0.014925373134328358,,,,,-0.011627906976744186,,,,,,,,,,,,,,0.0024752475247524753,0.0016258606775582888
299,2026-07-31,600436 CH Equity,CNE000001F21,27072001W,-0.010526315789473684,-0.01,-0.010638297872340425,,,0.008264462809917356,,,,,-0.017241379310344827,-0.02564102564102564,,,,,,,0.01098901098901099,-0.017241379310344827,,,,,,,-0.01282051282051282,-0.00980392156862745,-0.0024506274289108044
300,2026-07-31,600438 CH Equity,CNE000001GS3,27037701W,-0.010526315789473684,-0.01,-0.010638297872340425,-0.010309278350515464,,0.008264462809917356,-0.014285714285714285,,,,,,,-0.011627906976744186,-0.011627906976744186,0.00423728813559322,,0.0045871559633027525,,,,,-0.02564102564102564,-0.017857142857142856,,,,-0.00980392156862745,-0.004992146291867726
301,2026-07-31,600460 CH Equity,CNE000001DN1,27069001W,,,,,,,-0.014285714285714285,,,,,,,,-0.011627906976744186,0.00423728813559322,,0.0045871559633027525,,,,,0.01282051282051282,,,,,0.0024752475247524753,0.00014098376607540696
302,2026-07-31,600482 CH Equity,CNE000001KB1,27075401W,,,,,,,,,,,0.01694915254237288,,,,,0.00423728813559322,,0.0045871559633027525,0.01098901098901099,0.008771929824561403,0.014084507042253521,,,0.017857142857142856,,0.017857142857142856,0.0064516129032258064,0.0024752475247524753,0.003589870392956023
303,2026-07-31,600486 CH Equity,CNE000001B66,27072201W,-0.010526315789473684,-0.01,-0.010638297872340425,-0.010309278350515464,,,,,,0.021739130434782608,,,,,,,,,,,,,,,,,,-0.00980392156862745,-0.00033104731656040083
304,2026-07-31,600487 CH Equity,CNE000001FQ9,26003401W,0.010101010101010102,0.009900990099009901,0.010869565217391304,0.01020408163265306,,,,0.015873015873015872,0.014925373134328358,,,,0.012987012987012988,0.011627906976744186,0.011627906976744186,0.00423728813559322,,0.0045871559633027525,,,,,0.01282051282051282,,,-0.02040816326530612,,-0.00980392156862745,0.0033746262345118803
305,2026-07-31,600489 CH Equity,CNE000001FM8,27069701W,0.010101010101010102,,0.010869565217391304,0.01020408163265306,0.014492753623188406,,,0.015873015873015872,0.014925373134328358,,,,,,,,,,,,,,,,,,,0.0024752475247524753,0.003510874350643503
306,2026-07-31,600497 CH Equity,CNE000001HC5,27036201W,-0.010526315789473684,-0.01,-0.010638297872340425,-0.010309278350515464,-0.014705882352941176,,,-0.016129032258064516,-0.015151515151515152,0.021739130434782608,,,,0.011627906976744186,0.011627906976744186,,,,,,,,,,,,,0.0024752475247524753,-0.001751383156710164
307,2026-07-31,600498 CH Equity,CNE0000018P2,25131601W,0.010101010101010102,0.009900990099009901,,0.01020408163265306,,-0.016666666666666666,,,,,,,,0.011627906976744186,0.011627906976744186,0.00423728813559322,,0.0045871559633027525,,,,,,,,0.017857142857142856,0.0064516129032258064,-0.00980392156862745,0.0011005842286688694
308,2026-07-31,600518 CH Equity,CNE0000017M1,27230101W,,,,,,-0.016666666666666666,,,,,,0.024390243902439025,,-0.011627906976744186,-0.011627906976744186,,,,0.01098901098901099,0.008771929824561403,,,,,,,-0.01282051282051282,0.0024752475247524753,-0.0007161782623095563
309,2026-07-31,600519 CH Equity,CNE0000018R8,25132101W,,,,,,-0.016666666666666666,,-0.016129032258064516,-0.015151515151515152,0.021739130434782608,,,,,,,,,0.01098901098901099,,,,,,,,-0.01282051282051282,,-0.0011317533633411325
310,2026-07-31,600521 CH Equity,CNE000001DL5,27042301W,-0.010526315789473684,-0.01,-0.010638297872340425,-0.010309278350515464,-0.014705882352941176,,-0.014285714285714285,,,,-0.017241379310344827,,,,,,,,-0.02127659574468085,0.008771929824561403,,,,,,,,0.0024752475247524753,-0.00328304717174324
311,2026-07-31,600522 CH Equity,CNE000001CW4,27076201W,0.010101010101010102,0.009900990099009901,0.010869565217391304,0.01020408163265306,-0.014705882352941176,,,,,,,,0.012987012987012988,,,0.00423728813559322,,0.0045871559633027525,0.01098901098901099,,-0.027777777777777776,,,,,,,-0.00980392156862745,-0.00038068580951271426
312,2026-07-31,600535 CH Equity,CNE000001C81,26021901W,,,0.010869565217391304,,,,,,,,,,,,,,,,0.01098901098901099,0.008771929824561403,,,,,,,0.0064516129032258064,0.0024752475247524753,0.0013649188323175071
313,2026-07-31,600536 CH Equity,CNE000001BB0,25996501W,,,,,,,,,,,,,,,,0.00423728813559322,,0.0045871559633027525,,,,,,,,,0.0064516129032258064,0.0024752475247524753,0.0006595685061316618
314,2026-07-31,600547 CH Equity,CNE000001FR7,27034601W,,,-0.010638297872340425,,,,,,,-0.02040816326530612,,,,0.011627906976744186,,,,,,,,,,,,,,0.0024752475247524753,-0.001317259214022781
315,2026-07-31,600549 CH Equity,CNE000001D15,27072601W,,0.009900990099009901,,,-0.014705882352941176,,,,,,,,,0.011627906976744186,0.011627906976744186,,,,,,,,,,,,,0.0024752475247524753,-5.13795264300771e-05
316,2026-07-31,600563 CH Equity,CNE000001D72,25712701W,,,,,,,0.014285714285714285,-0.016129032258064516,-0.015151515151515152,,,,,,0.011627906976744186,0.00423728813559322,,0.0045871559633027525,,,,,,,,,0.0064516129032258064,0.0024752475247524753,1.3695730878669106e-05
317,2026-07-31,600570 CH Equity,CNE000001GD5,27039501W,,,0.010869565217391304,,,0.008264462809917356,,,,,,,,,,,,,,,,,,,,-0.02040816326530612,0.0064516129032258064,0.0024752475247524753,0.0006395090863162253
318,2026-07-31,600580 CH Equity,CNE000001BJ3,27070201W,,0.009900990099009901,0.010869565217391304,0.01020408163265306,,,,,,,,,,,,0.00423728813559322,,0.0045871559633027525,,0.008771929824561403,,,,,,,,0.0024752475247524753,0.0016656197529276594
319,2026-07-31,600583 CH Equity,CNE0000019T2,25403401W,,,-0.010638297872340425,-0.010309278350515464,,,,,,,,,,,,,,,,,,,0.01282051282051282,,-0.1,,,0.0024752475247524753,-0.001741346670775757
320,2026-07-31,600584 CH Equity,CNE000001F05,27071501W,,,,,,0.008264462809917356,,,0.014925373134328358,,,,,,,0.00423728813559322,,0.0045871559633027525,,,,,,,,,0.0064516129032258064,0.0024752475247524753,0.0017414720868322738
321,2026-07-31,600585 CH Equity,CNE0000019V8,21683902W,-0.010526315789473684,,-0.010638297872340425,,,,,,,,,,,,,,,,,,,,,,,,,-0.00980392156862745,-0.0010327759164780281
322,2026-07-31,600588 CH Equity,CNE0000017Y6,25900001W,-0.010526315789473684,-0.01,,-0.010309278350515464,,,,,,,,,,,-0.011627906976744186,0.00423728813559322,,0.0045871559633027525,,,,,,,,,0.0064516129032258064,0.0024752475247524753,-0.00045014974229834356
323,2026-07-31,600600 CH Equity,CNE0000009Y3,20924401W,,0.009900990099009901,,0.01020408163265306,,0.008264462809917356,,,,,,,,,,,,,,,0.014084507042253521,,,,,,0.0064516129032258064,,0.001765794000554463
324,2026-07-31,600601 CH Equity,CNE0000001S2,24582801W,,,,,,,-0.014285714285714285,-0.016129032258064516,-0.015151515151515152,,,,,-0.011627906976744186,-0.011627906976744186,0.00423728813559322,,0.0045871559633027525,,,,,0.01282051282051282,0.017857142857142856,,,,0.0024752475247524753,-0.00036779294551375657
325,2026-07-31,600637 CH Equity,CNE0000004Z1,24383601W,,-0.01,,,,,,,,,,,,,,,,,-0.02127659574468085,0.008771929824561403,0.014084507042253521,,,,,,,0.0024752475247524753,-8.330260651105562e-05
326,2026-07-31,600642 CH Equity,CNE0000005Q7,23732801W,,,,,,,,-0.016129032258064516,-0.015151515151515152,-0.02040816326530612,,,,,,0.00423728813559322,,,,,,,0.01282051282051282,,0.05,,,,-0.001140655600454054
327,2026-07-31,600660 CH Equity,CNE000000230,25900501W,,0.009900990099009901,,0.01020408163265306,,,,,,,,-0.02564102564102564,,,,,,,,,,,,0.017857142857142856,,,,0.0024752475247524753,0.0017384551315384972
328,2026-07-31,600673 CH Equity,CNE000000BL1,24375201W,-0.010526315789473684,-0.01,,-0.010309278350515464,,,,,,-0.02040816326530612,,,,,,,,,,,,,,,,,,0.0024752475247524753,-0.002045829283942546
329,2026-07-31,600674 CH Equity,CNE000000BQ0,24386001W,0.010101010101010102,,,,,-0.016666666666666666,,,,,-0.017241379310344827,-0.02564102564102564,,,,-0.012658227848101266,,-0.013513513513513514,,-0.017241379310344827,,0.09090909090909091,,,0.05,,-0.01282051282051282,,0.002308403363679786
330,2026-07-31,600690 CH Equity,CNE000000CG9,21337801W,,,,,-0.014705882352941176,,,-0.016129032258064516,-0.015151515151515152,,,,,0.011627906976744186,0.011627906976744186,0.00423728813559322,,0.0045871559633027525,,,,,,,,-0.02040816326530612,0.0064516129032258064,-0.00980392156862745,-0.0025401071467738862
331,2026-07-31,600699 CH Equity,CNE000000DJ1,24376401W,,,,,,,-0.014285714285714285,,,,,,,-0.011627906976744186,-0.011627906976744186,0.00423728813559322,-0.06666666666666667,0.0045871559633027525,,0.008771929824561403,,,,,,,0.0064516129032258064,0.0024752475247524753,-0.0019073747925983462
332,2026-07-31,600703 CH Equity,CNE000000KB3,27254101W,,,,,,,,,0.014925373134328358,,,,-0.013157894736842105,0.011627906976744186,0.011627906976744186,-0.012658227848101266,,-0.013513513513513514,,,,,,,,,,0.0024752475247524753,0.00045523213896484817
333,2026-07-31,600704 CH Equity,CNE000000KF4,27248801W,,,,,,,,,,,,,0.012987012987012988,0.011627906976744186,,0.00423728813559322,-0.06666666666666667,0.0045871559633027525,,-0.017241379310344827,,,,,,,-0.01282051282051282,0.0024752475247524753,-0.0020104001801160955
334,2026-07-31,600711 CH Equity,CNE000000KN8,27248201W,,,,,,,,,,0.021739130434782608,,,,,,,,,,,,,,,,,,0.0024752475247524753,0.0015299348134457937
335,2026-07-31,600733 CH Equity,CNE000000LP1,32912201W,-0.010526315789473684,,0.010869565217391304,-0.010309278350515464,0.014492753623188406,,-0.014285714285714285,-0.016129032258064516,-0.015151515151515152,,0.01694915254237288,,,,-0.011627906976744186,0.00423728813559322,-0.06666666666666667,0.0045871559633027525,,0.008771929824561403,,,,-0.017857142857142856,,0.017857142857142856,-0.01282051282051282,0.0024752475247524753,-0.003985448633512232
336,2026-07-31,600737 CH Equity,CNE000000LH8,25133501W,,,,,,-0.016666666666666666,,-0.016129032258064516,-0.015151515151515152,,,,0.012987012987012988,,,0.00423728813559322,,0.0045871559633027525,0.01098901098901099,0.008771929824561403,-0.027777777777777776,,-0.02564102564102564,,,,,,-0.003460096625270547
337,2026-07-31,600741 CH Equity,CNE000000M15,26009901W,0.010101010101010102,0.009900990099009901,,0.01020408163265306,,,,,,,,0.024390243902439025,,0.011627906976744186,0.011627906976744186,0.00423728813559322,,0.0045871559633027525,,0.008771929824561403,,,,,,,0.0064516129032258064,0.0024752475247524753,0.0025751910235651877
338,2026-07-31,600754 CH Equity,CNE000000MK0,21172202W,0.010101010101010102,0.009900990099009901,0.010869565217391304,0.01020408163265306,0.014492753623188406,,-0.014285714285714285,0.015873015873015872,0.014925373134328358,,,,-0.013157894736842105,,,-0.012658227848101266,-0.06666666666666667,-0.013513513513513514,,0.008771929824561403,,,,-0.017857142857142856,,,0.0064516129032258064,-0.00980392156862745,-0.0007647924194606904
339,2026-07-31,600760 CH Equity,CNE000000MH6,27237701W,,-0.01,,,,,0.014285714285714285,,,-0.02040816326530612,-0.017241379310344827,,,,,0.00423728813559322,,0.0045871559633027525,,,0.014084507042253521,,,-0.017857142857142856,,,,0.0024752475247524753,-0.0016973195156345503
340,2026-07-31,600765 CH Equity,CNE000000N22,27227401W,,,,,,,,,,0.021739130434782608,,,-0.013157894736842105,,,-0.012658227848101266,,-0.013513513513513514,,-0.017241379310344827,,,,-0.017857142857142856,,-0.02040816326530612,-0.01282051282051282,0.0024752475247524753,-0.0022588655695966204
341,2026-07-31,600795 CH Equity,CNE000000PC0,25134701W,-0.010526315789473684,-0.01,,-0.010309278350515464,,0.008264462809917356,,,,,,,,,,0.00423728813559322,0.0625,0.0045871559633027525,,0.008771929824561403,,-0.1,,,,,0.0064516129032258064,,-0.0028359788346755603
342,2026-07-31,600803 CH Equity,CNE000000DG7,27234001W,,,,,0.014492753623188406,0.008264462809917356,,-0.016129032258064516,-0.015151515151515152,,,,,,,-0.012658227848101266,,0.0045871559633027525,,,,,0.01282051282051282,,-0.1,,0.0064516129032258064,,-0.0012975295007235537
343,2026-07-31,600809 CH Equity,CNE000000DH5,24384701W,,,,,,,,-0.016129032258064516,-0.015151515151515152,,,,,,,,,,0.01098901098901099,-0.017241379310344827,,,,,,,,,-0.0017710200474682328
344,2026-07-31,600839 CH Equity,CNE000000GJ4,24385901W,,,,,,,-0.014285714285714285,,,,0.01694915254237288,,0.012987012987012988,0.011627906976744186,,0.00423728813559322,0.0625,0.0045871559633027525,,0.008771929824561403,,,,,,,,-0.00980392156862745,0.0015882024100024915
345,2026-07-31,600845 CH Equity,CNE000000C66,20834501W,-0.010526315789473684,-0.01,-0.010638297872340425,-0.010309278350515464,,-0.016666666666666666,,-0.016129032258064516,-0.015151515151515152,,,,,,,0.00423728813559322,,0.0045871559633027525,,,,,,,,-0.02040816326530612,0.0064516129032258064,-0.00980392156862745,-0.003909354403920384
346,2026-07-31,600862 CH Equity,CNE000000GZ0,27236901W,-0.010526315789473684,-0.01,-0.010638297872340425,-0.010309278350515464,,,0.014285714285714285,,,,,,,,,-0.012658227848101266,,-0.013513513513513514,0.01098901098901099,0.008771929824561403,,,,,,,0.0064516129032258064,0.0024752475247524753,-0.00020307401457666906
347,2026-07-31,600863 CH Equity,CNE000000GN6,24374501W,,,-0.010638297872340425,,0.014492753623188406,,,-0.016129032258064516,-0.015151515151515152,-0.02040816326530612,,,,,,0.00423728813559322,,0.0045871559633027525,,,,,-0.02564102564102564,,0.05,,0.0064516129032258064,,-0.002213501351147849
348,2026-07-31,600873 CH Equity,CNE000000HP9,21338301W,-0.010526315789473684,-0.01,,-0.010309278350515464,,,,-0.016129032258064516,-0.015151515151515152,0.021739130434782608,,,,,,,,,,,,,,,,,,-0.00980392156862745,-0.0015339482851613497
349,2026-07-31,600875 CH Equity,CNE000000J28,22146802W,,,0.010869565217391304,,,,,,,-0.02040816326530612,,,,0.011627906976744186,0.011627906976744186,0.00423728813559322,,0.0045871559633027525,,-0.017241379310344827,-0.027777777777777776,,,,,,,0.0024752475247524753,-0.001509686725799212
350,2026-07-31,600879 CH Equity,CNE000000J93,26007601W,,-0.01,-0.010638297872340425,,,,,,,,,,-0.013157894736842105,0.011627906976744186,0.011627906976744186,,,-0.013513513513513514,,-0.017241379310344827,-0.027777777777777776,,,,,,-0.01282051282051282,0.0024752475247524753,-0.0026668746448634275
351,2026-07-31,600885 CH Equity,CNE000000JK6,27245701W,,,0.010869565217391304,,-0.014705882352941176,,0.014285714285714285,,,-0.02040816326530612,,,0.012987012987012988,0.011627906976744186,0.011627906976744186,0.00423728813559322,,0.0045871559633027525,,,-0.027777777777777776,,,,,0.017857142857142856,,0.0024752475247524753,-0.0006374239940370891
352,2026-07-31,600886 CH Equity,CNE000000JM2,27020201W,,,,,,,,0.015873015873015872,0.014925373134328358,,0.01694915254237288,,,,,0.00423728813559322,-0.06666666666666667,0.0045871559633027525,,,,,-0.02564102564102564,,0.05,,,,-0.0001910696504739594
353,2026-07-31,600887 CH Equity,CNE000000JP5,26002901W,0.010101010101010102,0.009900990099009901,0.010869565217391304,0.01020408163265306,,,,,,,,0.024390243902439025,,,,0.00423728813559322,,0.0045871559633027525,0.01098901098901099,,0.014084507042253521,,0.01282051282051282,,,,,,0.0032078629825043415
354,2026-07-31,600893 CH Equity,CNE000000JW1,27233301W,,-0.01,,,,,,,,,-0.017241379310344827,,-0.013157894736842105,0.011627906976744186,0.011627906976744186,0.00423728813559322,,,,-0.017241379310344827,0.014084507042253521,,,,,,-0.01282051282051282,0.0024752475247524753,-0.0007986165273520602
355,2026-07-31,600900 CH Equity,CNE000001G87,25954101W,0.010101010101010102,0.009900990099009901,0.010869565217391304,0.01020408163265306,,0.008264462809917356,,0.015873015873015872,0.014925373134328358,,,0.024390243902439025,,,,,,-0.013513513513513514,,-0.017241379310344827,,0.09090909090909091,,,,,,,0.006805973207791073
356,2026-07-31,600901 CH Equity,CNE100002SX5,32661601W,,,,,0.014492753623188406,-0.016666666666666666,,,,,,0.024390243902439025,,,,-0.012658227848101266,,-0.013513513513513514,-0.02127659574468085,-0.017241379310344827,,,,,,,,0.0024752475247524753,-0.0009824035273528868
357,2026-07-31,600905 CH Equity,CNE1000051F2,34768301W,-0.010526315789473684,-0.01,-0.010638297872340425,-0.010309278350515464,-0.014705882352941176,-0.016666666666666666,,,,0.021739130434782608,,,,,,-0.012658227848101266,,-0.013513513513513514,,0.008771929824561403,,0.09090909090909091,,,,,,,0.0024119683845811577
358,2026-07-31,600909 CH Equity,CNE100002GR2,32297801W,,,,,,,,,,,,,,,,0.00423728813559322,,,,0.008771929824561403,-0.027777777777777776,,,,,,,0.0024752475247524753,-0.00036777841396353275
359,2026-07-31,600919 CH Equity,CNE100002G76,32205501W,,,,,,0.008264462809917356,,,,,,,-0.013157894736842105,,,,,0.0045871559633027525,,,0.014084507042253521,,,,,,,-0.00980392156862745,0.00012111315447183637
360,2026-07-31,600926 CH Equity,CNE100002GQ4,32272701W,-0.010526315789473684,,,-0.010309278350515464,,0.008264462809917356,,,,,,0.024390243902439025,,,,-0.012658227848101266,,,0.01098901098901099,,,,,,,,,-0.00980392156862745,-0.0003911209119082062
361,2026-07-31,600938 CH Equity,CNE100005980,14254006W,,,,,0.014492753623188406,,,,,,,,,,,,,,,,,,0.01282051282051282,,,,,0.0024752475247524753,0.0017957126652696524
362,2026-07-31,600941 CH Equity,CNE1000055G1,06566206W,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0064516129032258064,-0.00980392156862745,-0.00020538198384667262
363,2026-07-31,600958 CH Equity,CNE100001ZV6,31943401W,,,,,,,,,,,-0.017241379310344827,0.024390243902439025,,,,,,,,,,,,,,,,0.0024752475247524753,0.0002314869423046117
364,2026-07-31,600970 CH Equity,CNE000001LS3,27276801W,,,,0.01020408163265306,,,,,,0.021739130434782608,-0.017241379310344827,,0.012987012987012988,0.011627906976744186,0.011627906976744186,0.00423728813559322,,0.0045871559633027525,0.01098901098901099,,,,,,,,0.0064516129032258064,0.0024752475247524753,0.003204036088239454
365,2026-07-31,600985 CH Equity,CNE000001HH4,32942101W,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00980392156862745,-0.0005147944241244311
366,2026-07-31,600988 CH Equity,CNE000001H94,27038901W,,,,,0.014492753623188406,,,-0.016129032258064516,-0.015151515151515152,-0.02040816326530612,,,,,,,,,,,,,,,,,,-0.00980392156862745,-0.002423386936409618
367,2026-07-31,600989 CH Equity,CNE100003LF5,33190101W,,,0.010869565217391304,,,,,0.015873015873015872,0.014925373134328358,0.021739130434782608,,,,,,,,,,,,,,,,,,0.0024752475247524753,0.003425873749821533
368,2026-07-31,600998 CH Equity,CNE100000W45,29569301W,,,-0.010638297872340425,-0.010309278350515464,,,,,,,,,,0.011627906976744186,,,,,0.01098901098901099,0.008771929824561403,,,,,,,0.0064516129032258064,0.0024752475247524753,0.000500779532990138
369,2026-07-31,600999 CH Equity,CNE100000HK9,29316901W,,,,,-0.014705882352941176,,,,,,,,,,,0.00423728813559322,,,,,,,,,,,,0.0024752475247524753,-0.000743969359231863
370,2026-07-31,601006 CH Equity,CNE000001NG4,27832101W,,,-0.010638297872340425,,,,,,,,,,-0.013157894736842105,,,-0.012658227848101266,,-0.013513513513513514,-0.02127659574468085,,0.014084507042253521,,,-0.017857142857142856,,-0.02040816326530612,0.0064516129032258064,-0.00980392156862745,-0.0033649615078716116
371,2026-07-31,601009 CH Equity,CNE100000627,28587601W,,,,,,0.008264462809917356,,,,,,,-0.013157894736842105,,,-0.012658227848101266,,0.0045871559633027525,0.01098901098901099,,-0.027777777777777776,,,,,,,0.0024752475247524753,-0.0005425585926488643
372,2026-07-31,601012 CH Equity,CNE100001FR6,31216901W,-0.010526315789473684,-0.01,-0.010638297872340425,-0.010309278350515464,,,-0.014285714285714285,0.015873015873015872,,,,,,-0.011627906976744186,-0.011627906976744186,0.00423728813559322,,0.0045871559633027525,,,,,-0.02564102564102564,-0.017857142857142856,,,0.0064516129032258064,-0.00980392156862745,-0.004231071284703474
373,2026-07-31,601021 CH Equity,CNE100001V45,31888401W,,-0.01,,-0.010309278350515464,,,-0.014285714285714285,,,0.021739130434782608,,,,-0.011627906976744186,-0.011627906976744186,-0.012658227848101266,,,-0.02127659574468085,0.008771929824561403,,,,0.017857142857142856,,,0.0064516129032258064,-0.00980392156862745,2.976647083353717e-06
374,2026-07-31,601058 CH Equity,CNE1000015F7,29815401W,-0.010526315789473684,-0.01,-0.010638297872340425,-0.010309278350515464,,,,0.015873015873015872,0.014925373134328358,,,-0.02564102564102564,,,,0.00423728813559322,,0.0045871559633027525,,,,,,,,,0.0064516129032258064,0.0024752475247524753,0.0006237260335075903
375,2026-07-31,601066 CH Equity,CNE1000031T5,32298603W,,0.009900990099009901,,0.01020408163265306,-0.014705882352941176,,,,,,,,,,,0.00423728813559322,,,,0.008771929824561403,0.014084507042253521,,,,,,,0.0024752475247524753,0.0006467384397339097
376,2026-07-31,601077 CH Equity,CNE100003NZ9,29631103W,,,,,,0.008264462809917356,,,,,,-0.02564102564102564,-0.013157894736842105,,,,,-0.013513513513513514,-0.02127659574468085,,-0.027777777777777776,,,,,,,-0.00980392156862745,-0.002576747876660517
377,2026-07-31,601088 CH Equity,CNE100000767,27315302W,,,0.010869565217391304,,0.014492753623188406,,,,,,,,,,0.011627906976744186,,,,,,,,0.01282051282051282,,0.05,0.017857142857142856,,0.0024752475247524753,0.003760026662919293
378,2026-07-31,601099 CH Equity,CNE1000008V9,28774601W,,,,,,,,,,,-0.017241379310344827,,0.012987012987012988,,,0.00423728813559322,,,,0.008771929824561403,,,,,,,,0.0024752475247524753,0.0005036585973113071
379,2026-07-31,601100 CH Equity,CNE1000019R4,30319201W,,,,,0.014492753623188406,,0.014285714285714285,,,,,,,-0.011627906976744186,,-0.012658227848101266,,-0.013513513513513514,,,,,,0.017857142857142856,,,,0.0024752475247524753,0.0021525758268330203
380,2026-07-31,601108 CH Equity,CNE100002V44,32572501W,0.010101010101010102,0.009900990099009901,,0.01020408163265306,,,,,,,-0.017241379310344827,0.024390243902439025,0.012987012987012988,,,0.00423728813559322,,,,-0.017241379310344827,,,,,,,,0.0024752475247524753,0.0009109347059993127
381,2026-07-31,601111 CH Equity,CNE000001NN0,27146702W,-0.010526315789473684,-0.01,-0.010638297872340425,-0.010309278350515464,,,-0.014285714285714285,,,,,,,-0.011627906976744186,-0.011627906976744186,0.00423728813559322,,0.0045871559633027525,-0.02127659574468085,0.008771929824561403,0.014084507042253521,,,,,0.017857142857142856,0.0064516129032258064,-0.00980392156862745,-0.0017900321582046523
382,2026-07-31,601117 CH Equity,CNE100000KC0,29361201W,,,,,,,,,,,,,0.012987012987012988,0.011627906976744186,0.011627906976744186,0.00423728813559322,,0.0045871559633027525,0.01098901098901099,0.008771929824561403,0.014084507042253521,,,0.017857142857142856,,-0.02040816326530612,0.0064516129032258064,0.0024752475247524753,0.003153665290700271
383,2026-07-31,601127 CH Equity,CNE1000028B9,32180201W,-0.010526315789473684,-0.01,-0.010638297872340425,-0.010309278350515464,,,,,,,,,0.012987012987012988,-0.011627906976744186,-0.011627906976744186,0.00423728813559322,0.0625,0.0045871559633027525,,0.008771929824561403,,,,0.017857142857142856,,,0.0064516129032258064,0.0024752475247524753,0.0023381552947498874
384,2026-07-31,601128 CH Equity,CNE100002RJ6,32256201W,,0.009900990099009901,,0.01020408163265306,,0.008264462809917356,,,,,,,,,,0.00423728813559322,,0.0045871559633027525,,,,,,,,,,-0.00980392156862745,0.0007241534516703491
385,2026-07-31,601138 CH Equity,CNE1000031P3,32738601W,,,,0.01020408163265306,,0.008264462809917356,,0.015873015873015872,0.014925373134328358,,,,0.012987012987012988,0.011627906976744186,0.011627906976744186,0.00423728813559322,,0.0045871559633027525,,,,,0.01282051282051282,0.017857142857142856,,-0.02040816326530612,0.0064516129032258064,0.0024752475247524753,0.005081550026838546
386,2026-07-31,601162 CH Equity,CNE100003F43,32806701W,,,,,,,,,,,-0.017241379310344827,0.024390243902439025,,,,-0.012658227848101266,,,,0.008771929824561403,,,,,,,,0.0024752475247524753,0.00018434686779198752
387,2026-07-31,601166 CH Equity,CNE000001QZ7,28248301W,,,,-0.010309278350515464,,0.008264462809917356,,,,,,-0.02564102564102564,,,,-0.012658227848101266,,0.0045871559633027525,,,,,,,,,,0.0024752475247524753,-0.00045673246626039233
388,2026-07-31,601168 CH Equity,CNE100000619,28541101W,,,,,0.014492753623188406,,,,,,,,,0.011627906976744186,0.011627906976744186,,,,,,,,,,,,,0.0024752475247524753,0.0015630408365022012
389,2026-07-31,601169 CH Equity,CNE100000734,28610901W,-0.010526315789473684,-0.01,,-0.010309278350515464,,0.008264462809917356,,,,,,0.024390243902439025,-0.013157894736842105,,,-0.012658227848101266,,-0.013513513513513514,0.01098901098901099,,,,,,,,,-0.00980392156862745,-0.0013104820489580925
390,2026-07-31,601179 CH Equity,CNE100000KW8,29372801W,,,,,-0.014705882352941176,,0.014285714285714285,,,,0.01694915254237288,,,,0.011627906976744186,0.00423728813559322,,,0.01098901098901099,0.008771929824561403,,,,-0.017857142857142856,,,,0.0024752475247524753,-0.00030910837546064434
391,2026-07-31,601186 CH Equity,CNE1000009T1,28841402W,-0.010526315789473684,,,-0.010309278350515464,,,-0.014285714285714285,,,,-0.017241379310344827,,,0.011627906976744186,,0.00423728813559322,,0.0045871559633027525,,-0.017241379310344827,0.014084507042253521,,,,,,-0.01282051282051282,0.0024752475247524753,-0.0015502177317635922
392,2026-07-31,601198 CH Equity,CNE100002177,31928401W,,,,,,0.008264462809917356,,,,,,0.024390243902439025,,,,,,,,-0.017241379310344827,0.014084507042253521,,,,,,,0.0024752475247524753,0.0007163762314846069
393,2026-07-31,601211 CH Equity,CNE1000022F3,31995701W,,,,,-0.014705882352941176,-0.016666666666666666,,,,,0.01694915254237288,,,,,0.00423728813559322,,,,0.008771929824561403,0.014084507042253521,,,,,,,0.0024752475247524753,-0.0004745647974288554
394,2026-07-31,601212 CH Equity,CNE100002RP3,32355301W,,,,,,,,,,,,,,0.011627906976744186,0.011627906976744186,,,,,,,,,,,,,0.0024752475247524753,0.0005998196439098915
395,2026-07-31,601216 CH Equity,CNE1000010F8,29686701W,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0024752475247524753,0.00012997284965517815
