style,ddt,ticker,isin,gvkeyiid,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Capital Efficiency,Capital Efficiency,Capital Efficiency,Capital Efficiency,Capital Efficiency,Capital Efficiency,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Historical Growth,Historical Growth,Historical Growth,Price Momentum,Price Momentum,Valuation,Volatility,MP
280,2026-08-31,600392 CH Equity,CNE000001DZ5,27073301W,,,,,,,,,-0.00253116142131997,-0.0018983710659899776,,,,,,,,,,,,,,,,,,,0.0007481265284689566,-0.0001601277342460876
281,2026-08-31,600398 CH Equity,CNE0000016H3,25988901W,,,0.0016688976404307496,,,,,,,,,,,0.0014463779550399829,,,,0.003996570665242057,,0.0005148124924718582,,,,-0.002977836966258788,,,,0.001054650592216654,,5.388331746888289e-05
282,2026-08-31,600406 CH Equity,CNE000001G38,27051001W,,0.0015656668585484349,-0.0018520693326731488,0.0017064009581932381,,,0.0023364566966030493,,,,-0.0033015148973738737,0.0017867021797552728,0.002812401579244411,,,0.0018520693326731488,0.0018520693326731488,,,0.0005148124924718582,,,,,,,,0.001054650592216654,,0.00017033790539728314
283,2026-08-31,600415 CH Equity,CNE000001BC8,27071401W,,,0.0016688976404307496,,,,,,-0.00253116142131997,-0.0018983710659899776,,,,0.0014463779550399829,-0.002109301184433308,,,-0.003996570665242057,-0.0022010099315825826,-0.002024929137055976,,,,0.0029205708707538114,,,,0.001054650592216654,,-0.00012164996049189345
284,2026-08-31,600418 CH Equity,CNE0000018M9,26003201W,-0.001633007368593529,-0.001581975888324981,-0.0018520693326731488,,0.002301055837563609,,-0.0023364566966030493,,-0.00253116142131997,,,,,0.0014463779550399829,,,,,0.000744459241564697,0.0005148124924718582,,,,,,,0.002664380443494705,-0.002080406647660249,0.0007481265284689566,-0.00015674302875805278
285,2026-08-31,600426 CH Equity,CNE000001BM7,27073701W,,,,,,,,,,,,,,,,-0.0018520693326731488,,,,,,,,,,,,,,-3.9876777335052225e-05
286,2026-08-31,600436 CH Equity,CNE000001F21,27072001W,-0.001633007368593529,0.0015656668585484349,,0.0017064009581932381,,0.001309221424820674,,,,,,0.0017867021797552728,-0.002812401579244411,-0.002812401579244411,,,,-0.003996570665242057,,,,,,,,,,-0.002080406647660249,-0.001488918483129394,-0.00022926219958079987
287,2026-08-31,600438 CH Equity,CNE000001GS3,27037701W,-0.001633007368593529,-0.001581975888324981,,-0.0017257918781727068,,0.001309221424820674,-0.0023364566966030493,,,,,,,,,-0.0018520693326731488,-0.0018520693326731488,,0.000744459241564697,0.0005148124924718582,,,-0.0041045860886269785,-0.002977836966258788,-0.002761267005076331,,,-0.002080406647660249,-0.001488918483129394,-0.0009551993741481132
288,2026-08-31,600460 CH Equity,CNE000001DN1,27069001W,,0.0015656668585484349,0.0016688976404307496,0.0017064009581932381,,,-0.0023364566966030493,,,,,,,,,,-0.0018520693326731488,,0.000744459241564697,0.0005148124924718582,,,0.0010331271107428448,,,,,0.001054650592216654,,0.00015567876418786825
289,2026-08-31,600482 CH Equity,CNE000001KB1,27075401W,,,,,,,,,,,,0.0017867021797552728,0.002812401579244411,0.0014463779550399829,,,,,0.000744459241564697,0.0005148124924718582,,0.0023364566966030493,,0.0029205708707538114,0.002711958665699968,,0.002664380443494705,0.001054650592216654,0.0007481265284689566,0.0007274397468530675
290,2026-08-31,600487 CH Equity,CNE000001FQ9,26003401W,0.001633007368593529,0.0015656668585484349,-0.0018520693326731488,0.0017064009581932381,,,,,0.00253116142131997,0.0018749343861629406,,,,,0.002109301184433308,0.0018520693326731488,0.0018520693326731488,,0.000744459241564697,0.0005148124924718582,,,0.0010331271107428448,,,,-0.003037393705583964,,-0.001488918483129394,0.0003494102942738261
291,2026-08-31,600489 CH Equity,CNE000001FM8,27069701W,0.001633007368593529,0.0015656668585484349,,0.0017064009581932381,0.002301055837563609,,,,0.00253116142131997,0.0018749343861629406,,,,,,,,,,,,,,,,,,,,0.0005005287441474369
292,2026-08-31,600497 CH Equity,CNE000001HC5,27036201W,-0.001633007368593529,-0.001581975888324981,,-0.0017257918781727068,0.002301055837563609,,,,-0.00253116142131997,-0.0018983710659899776,0.0034515837563454136,,,,,0.0018520693326731488,0.0018520693326731488,,,,,,,,,,,,0.0007481265284689566,0.00011092778568964878
293,2026-08-31,600498 CH Equity,CNE0000018P2,25131601W,0.001633007368593529,0.0015656668585484349,,0.0017064009581932381,,-0.0025740624623592913,,,,,,,,,,0.0018520693326731488,0.0018520693326731488,,0.000744459241564697,0.0005148124924718582,,,-0.0041045860886269785,,,,,0.001054650592216654,-0.001488918483129394,3.443920284774818e-05
294,2026-08-31,600519 CH Equity,CNE0000018R8,25132101W,,,0.0016688976404307496,,,-0.0025740624623592913,,0.010847834662799871,-0.00253116142131997,-0.0018983710659899776,0.0034515837563454136,0.0017867021797552728,,,,,,,,0.0005148124924718582,,,,,,,,-0.002080406647660249,,0.0003244438971593679
295,2026-08-31,600521 CH Equity,CNE000001DL5,27042301W,-0.001633007368593529,-0.001581975888324981,0.0016688976404307496,-0.0017257918781727068,-0.0023364566966030493,-0.0025740624623592913,-0.0023364566966030493,,,,,-0.003531853146027865,-0.002812401579244411,0.0014463779550399829,,,,,,,,,,,,,,,-0.001488918483129394,-0.0005569634726197584
296,2026-08-31,600522 CH Equity,CNE000001CW4,27076201W,0.001633007368593529,0.0015656668585484349,0.0016688976404307496,0.0017064009581932381,0.002301055837563609,,,,,,,0.0017867021797552728,,,0.002109301184433308,,,,0.000744459241564697,0.0005148124924718582,,-0.004602111675127218,,,,,,,-0.001488918483129394,0.0002457119724659252
297,2026-08-31,600535 CH Equity,CNE000001C81,26021901W,0.001633007368593529,,0.0016688976404307496,,-0.0023364566966030493,,,,,,,0.0017867021797552728,,0.0014463779550399829,,,,0.003996570665242057,,,,,,,,,,0.001054650592216654,0.0007481265284689566,0.000181236448733108
298,2026-08-31,600536 CH Equity,CNE000001BB0,25996501W,,,,,,,,,,,,,,,,,,,0.000744459241564697,0.0005148124924718582,,,-0.0041045860886269785,-0.002977836966258788,-0.002761267005076331,,,,,-0.0005016516834869891
299,2026-08-31,600547 CH Equity,CNE000001FR7,27034601W,-0.001633007368593529,-0.001581975888324981,-0.0018520693326731488,-0.0017257918781727068,,,,,,,-0.0033015148973738737,,,,,0.0018520693326731488,,,,,,,,,,,,,,-0.00035957961911103285
300,2026-08-31,600549 CH Equity,CNE000001D15,27072601W,-0.001633007368593529,0.0015656668585484349,-0.0018520693326731488,0.0017064009581932381,0.002301055837563609,,,,,,,,,,,0.0018520693326731488,0.0018520693326731488,,,,,,,,,,,,0.0007481265284689566,0.00026727831146030896
301,2026-08-31,600563 CH Equity,CNE000001D72,25712701W,,,,,,-0.0025740624623592913,0.0023364566966030493,,-0.00253116142131997,-0.0018983710659899776,,,,,,,0.0018520693326731488,,0.000744459241564697,0.0005148124924718582,,,0.0010331271107428448,,,,,0.001054650592216654,,-1.6236024092124036e-05
302,2026-08-31,600570 CH Equity,CNE000001GD5,27039501W,,,,,,0.001309221424820674,,,,,,,,,,,,,,0.0005148124924718582,,,-0.0041045860886269785,,,,-0.003037393705583964,0.001054650592216654,,-0.00011161232836412417
303,2026-08-31,600580 CH Equity,CNE000001BJ3,27070201W,,,,,0.002301055837563609,,,,,-0.0018983710659899776,,,,0.0014463779550399829,,,,,0.000744459241564697,0.0005148124924718582,,,,,,,,,0.0007481265284689566,0.00015988351013487842
304,2026-08-31,600583 CH Equity,CNE0000019T2,25403401W,-0.001633007368593529,,,,,,,,,,,,,,,,,,,,,,0.0010331271107428448,,0.002711958665699968,-0.016874409475466465,,,0.0007481265284689566,-0.00010200794084686822
305,2026-08-31,600584 CH Equity,CNE000001F05,27071501W,,,,,,0.001309221424820674,,,,0.0018749343861629406,,,,,,,,,0.000744459241564697,0.0005148124924718582,,,0.0010331271107428448,,,,,0.001054650592216654,0.0007481265284689566,0.0002796169690599502
306,2026-08-31,600585 CH Equity,CNE0000019V8,21683902W,-0.001633007368593529,-0.001581975888324981,-0.0018520693326731488,-0.0017257918781727068,,,,,,,,,,,,,,,,,,,,,,,,,-0.001488918483129394,-0.00027728381083565493
307,2026-08-31,600588 CH Equity,CNE0000017Y6,25900001W,-0.001633007368593529,,,,,,,,,,,,,,,,-0.0018520693326731488,,0.000744459241564697,0.0005148124924718582,,,-0.0041045860886269785,,,,,,,-0.00021002866847885578
308,2026-08-31,600600 CH Equity,CNE0000009Y3,20924401W,,,-0.0018520693326731488,,0.002301055837563609,0.001309221424820674,,-0.005423917331399936,,,,,,,,,,,,0.0005148124924718582,,0.0023364566966030493,,,,,,0.001054650592216654,,7.508390893777944e-05
309,2026-08-31,600601 CH Equity,CNE0000001S2,24582801W,,,,,,,,,-0.00253116142131997,-0.0018983710659899776,,,,,,-0.0018520693326731488,-0.0018520693326731488,,0.000744459241564697,0.0005148124924718582,,,0.0010331271107428448,0.0029205708707538114,0.002711958665699968,,,,0.0007481265284689566,0.00020479539460162283
310,2026-08-31,600637 CH Equity,CNE0000004Z1,24383601W,,,,,,,,-0.005423917331399936,,,,,,0.0014463779550399829,,,,,,,,0.0023364566966030493,0.0010331271107428448,,,,,,,-6.906523467632199e-05
311,2026-08-31,600642 CH Equity,CNE0000005Q7,23732801W,,,,,,,,,-0.00253116142131997,-0.0018983710659899776,-0.0033015148973738737,,,,,,,,,0.0005148124924718582,,,0.0010331271107428448,,,,,,,-0.00031980760554675496
312,2026-08-31,600660 CH Equity,CNE000000230,25900501W,,,-0.0018520693326731488,,,,,,,,,,,,,,,,,0.0005148124924718582,,,,0.0029205708707538114,,,,,,0.0001450066619895034
313,2026-08-31,600673 CH Equity,CNE000000BL1,24375201W,-0.001633007368593529,,,,-0.0023364566966030493,,,,,,-0.0033015148973738737,,,,,,,,,,,,,,,,,,0.0007481265284689566,-0.00035808295509383764
314,2026-08-31,600674 CH Equity,CNE000000BQ0,24386001W,0.001633007368593529,0.0015656668585484349,,0.0017064009581932381,,-0.0025740624623592913,,0.010847834662799871,,,,,-0.002812401579244411,-0.002812401579244411,,,,-0.003996570665242057,-0.0022010099315825826,-0.002024929137055976,,,0.0010331271107428448,,,0.008437204737733232,,-0.002080406647660249,,0.0002785284889287425
315,2026-08-31,600690 CH Equity,CNE000000CG9,21337801W,-0.001633007368593529,-0.001581975888324981,,-0.0017257918781727068,-0.0023364566966030493,,,,-0.00253116142131997,-0.0018983710659899776,,,,,,0.0018520693326731488,0.0018520693326731488,,0.000744459241564697,0.0005148124924718582,,,,,,,,0.001054650592216654,-0.001488918483129394,-0.00039268215383351135
316,2026-08-31,600699 CH Equity,CNE000000DJ1,24376401W,,,0.0016688976404307496,,,,-0.0023364566966030493,,0.00253116142131997,0.0018749343861629406,,,,0.0014463779550399829,,-0.0018520693326731488,-0.0018520693326731488,,0.000744459241564697,0.0005148124924718582,-0.011682283483015246,,,,,,,0.001054650592216654,0.0007481265284689566,-0.00011168567098534769
317,2026-08-31,600703 CH Equity,CNE000000KB3,27254101W,,-0.001581975888324981,,-0.0017257918781727068,,,,,,0.0018749343861629406,,,,,-0.002109301184433308,0.0018520693326731488,0.0018520693326731488,,-0.0022010099315825826,-0.002024929137055976,,,0.0010331271107428448,,,,,0.001054650592216654,,-4.058516143576484e-06
318,2026-08-31,600704 CH Equity,CNE000000KF4,27248801W,,,,,,,-0.0023364566966030493,,,,,,,-0.002812401579244411,0.002109301184433308,,,,0.000744459241564697,0.0005148124924718582,-0.011682283483015246,,,,,,,-0.002080406647660249,,-0.0004923823587241478
319,2026-08-31,600711 CH Equity,CNE000000KN8,27248201W,,,,,,,,,,,0.0034515837563454136,,,,,,,,,,,,,,,,,,,0.00018982031075017925
320,2026-08-31,600733 CH Equity,CNE000000LP1,32912201W,,0.0015656668585484349,-0.0018520693326731488,0.0017064009581932381,,,-0.0023364566966030493,,-0.00253116142131997,-0.0018983710659899776,,,0.002812401579244411,0.0014463779550399829,,,-0.0018520693326731488,,0.000744459241564697,0.0005148124924718582,-0.011682283483015246,,,-0.002977836966258788,,,0.002664380443494705,-0.002080406647660249,,-0.0007413543076432264
321,2026-08-31,600737 CH Equity,CNE000000LH8,25133501W,,,0.0016688976404307496,,,-0.0025740624623592913,,,-0.00253116142131997,-0.0018983710659899776,,0.0017867021797552728,,0.0014463779550399829,0.002109301184433308,,,,0.000744459241564697,0.0005148124924718582,,-0.004602111675127218,,,-0.002761267005076331,,,,0.0007481265284689566,-0.0004162949706826663
322,2026-08-31,600741 CH Equity,CNE000000M15,26009901W,0.001633007368593529,,,,0.002301055837563609,,,,,,,,,0.0014463779550399829,,0.0018520693326731488,0.0018520693326731488,,0.000744459241564697,0.0005148124924718582,,,,,,,,0.001054650592216654,,0.0003995931677756281
323,2026-08-31,600760 CH Equity,CNE000000MH6,27237701W,-0.001633007368593529,,,,,,0.0023364566966030493,,,-0.0018983710659899776,-0.0033015148973738737,,-0.002812401579244411,,,,,,0.000744459241564697,0.0005148124924718582,,0.0023364566966030493,,-0.002977836966258788,-0.002761267005076331,,-0.003037393705583964,,,-0.0006069299111231567
324,2026-08-31,600795 CH Equity,CNE000000PC0,25134701W,,,-0.0018520693326731488,,,0.001309221424820674,,-0.005423917331399936,,,,,,0.0014463779550399829,,,,,0.000744459241564697,0.0005148124924718582,,,-0.0041045860886269785,,,,,,,-0.0003222670200859646
325,2026-08-31,600803 CH Equity,CNE000000DG7,27234001W,-0.001633007368593529,0.0015656668585484349,-0.0018520693326731488,0.0017064009581932381,0.002301055837563609,0.001309221424820674,,,-0.00253116142131997,-0.0018983710659899776,,,,,,,,,0.000744459241564697,-0.002024929137055976,,,-0.0041045860886269785,,0.002711958665699968,-0.016874409475466465,,0.001054650592216654,,-0.0002454511270747678
326,2026-08-31,600809 CH Equity,CNE000000DH5,24384701W,,,,,,,,,-0.00253116142131997,-0.0018983710659899776,,0.0017867021797552728,,-0.002812401579244411,,,,,,0.0005148124924718582,,,,,,,,,-0.001488918483129394,-0.0002570644254986415
327,2026-08-31,600839 CH Equity,CNE000000GJ4,24385901W,,,,,,,-0.0023364566966030493,,,,,,,0.0014463779550399829,0.002109301184433308,0.0018520693326731488,,,0.000744459241564697,0.0005148124924718582,0.011682283483015246,,,,,,,,-0.001488918483129394,0.00031472596541352546
328,2026-08-31,600845 CH Equity,CNE000000C66,20834501W,-0.001633007368593529,-0.001581975888324981,,-0.0017257918781727068,,-0.0025740624623592913,,,-0.00253116142131997,-0.0018983710659899776,,,,,,,,,0.000744459241564697,0.0005148124924718582,,,-0.0041045860886269785,,,,-0.003037393705583964,0.001054650592216654,-0.001488918483129394,-0.000625761078372939
329,2026-08-31,600862 CH Equity,CNE000000GZ0,27236901W,-0.001633007368593529,-0.001581975888324981,,-0.0017257918781727068,,,0.0023364566966030493,,,-0.0018983710659899776,,0.0017867021797552728,,0.0014463779550399829,,,,,-0.0022010099315825826,-0.002024929137055976,,,,,,,,,,-0.0002160731694677497
330,2026-08-31,600863 CH Equity,CNE000000GN6,24374501W,,,,,0.002301055837563609,,,-0.005423917331399936,-0.00253116142131997,-0.0018983710659899776,-0.0033015148973738737,,,,,,,,0.000744459241564697,0.0005148124924718582,,,0.0010331271107428448,,-0.002761267005076331,0.008437204737733232,,0.001054650592216654,,-0.000338324256780085
331,2026-08-31,600873 CH Equity,CNE000000HP9,21338301W,,,,,,,,,-0.00253116142131997,-0.0018983710659899776,0.0034515837563454136,,,,,,,,,,,,,,,,,,-0.001488918483129394,-5.9545718007909896e-05
332,2026-08-31,600875 CH Equity,CNE000000J28,22146802W,-0.001633007368593529,,,,,,,,,,-0.0033015148973738737,,,-0.002812401579244411,,0.0018520693326731488,0.0018520693326731488,,0.000744459241564697,0.0005148124924718582,,-0.004602111675127218,,,,,,,,-0.0003185551173767758
333,2026-08-31,600879 CH Equity,CNE000000J93,26007601W,-0.001633007368593529,,,,,,,,,,,,,-0.002812401579244411,-0.002109301184433308,0.0018520693326731488,0.0018520693326731488,,-0.0022010099315825826,0.0005148124924718582,,-0.004602111675127218,,,,,,-0.002080406647660249,0.0007481265284689566,-0.0003324580970365202
334,2026-08-31,600885 CH Equity,CNE000000JK6,27245701W,0.001633007368593529,0.0015656668585484349,0.0016688976404307496,0.0017064009581932381,,,0.0023364566966030493,,,-0.0018983710659899776,-0.0033015148973738737,,,,0.002109301184433308,0.0018520693326731488,0.0018520693326731488,,0.000744459241564697,0.0005148124924718582,,-0.004602111675127218,,,,,,,,3.329826356550801e-05
335,2026-08-31,600886 CH Equity,CNE000000JM2,27020201W,,,,,-0.0023364566966030493,,,,0.00253116142131997,0.0018749343861629406,,,0.002812401579244411,,,,,,0.000744459241564697,0.0005148124924718582,-0.011682283483015246,,0.0010331271107428448,,-0.002761267005076331,0.008437204737733232,,,,-0.00021806866941498872
336,2026-08-31,600887 CH Equity,CNE000000JP5,26002901W,0.001633007368593529,0.0015656668585484349,0.0016688976404307496,,,,,,,,,0.0017867021797552728,,,,,,0.003996570665242057,0.000744459241564697,0.0005148124924718582,,0.0023364566966030493,,,,,,0.001054650592216654,0.0007481265284689566,0.0004786965479747958
337,2026-08-31,600893 CH Equity,CNE000000JW1,27233301W,,,,,,,,,,,,,-0.002812401579244411,-0.002812401579244411,-0.002109301184433308,0.0018520693326731488,0.0018520693326731488,,,0.0005148124924718582,,0.0023364566966030493,,,,,,-0.002080406647660249,0.0007481265284689566,-2.5140756610799285e-05
338,2026-08-31,600900 CH Equity,CNE000001G87,25954101W,0.001633007368593529,,0.0016688976404307496,,,0.001309221424820674,,0.010847834662799871,0.00253116142131997,,,,,-0.002812401579244411,,,,0.003996570665242057,-0.0022010099315825826,0.0005148124924718582,,,0.0010331271107428448,,,0.008437204737733232,,-0.002080406647660249,,0.0007728900437686571
339,2026-08-31,600901 CH Equity,CNE100002SX5,32661601W,,,,,0.002301055837563609,-0.0025740624623592913,,,,,,-0.003531853146027865,,-0.002812401579244411,,,,0.003996570665242057,-0.0022010099315825826,-0.002024929137055976,,,,,,,,,,-3.39651910843505e-05
340,2026-08-31,600905 CH Equity,CNE1000051F2,34768301W,-0.001633007368593529,-0.001581975888324981,-0.0018520693326731488,-0.0017257918781727068,-0.0023364566966030493,-0.0025740624623592913,,,,,0.0034515837563454136,,-0.002812401579244411,0.0014463779550399829,,,,,-0.0022010099315825826,-0.002024929137055976,,,0.0010331271107428448,,,,,,,-0.00035997295445259884
341,2026-08-31,600909 CH Equity,CNE100002GR2,32297801W,,,,,,,,,,,,,,0.0014463779550399829,,,,,,0.0005148124924718582,,-0.004602111675127218,,,,,,,0.0007481265284689566,-9.168106733366456e-05
342,2026-08-31,600919 CH Equity,CNE100002G76,32205501W,-0.001633007368593529,0.0015656668585484349,,0.0017064009581932381,-0.0023364566966030493,0.001309221424820674,,,,,,,,,-0.002109301184433308,,,,0.000744459241564697,0.0005148124924718582,,0.0023364566966030493,,,,,,,-0.001488918483129394,-4.139919746792943e-05
343,2026-08-31,600926 CH Equity,CNE100002GQ4,32272701W,-0.001633007368593529,0.0015656668585484349,,0.0017064009581932381,,0.001309221424820674,,,,,,0.0017867021797552728,,,,,,0.003996570665242057,,-0.002024929137055976,,,,,,,,,-0.001488918483129394,0.00011496853148097251
344,2026-08-31,600938 CH Equity,CNE100005980,14254006W,,-0.001581975888324981,-0.0018520693326731488,-0.0017257918781727068,0.002301055837563609,,,-0.005423917331399936,,,,,,,,,,,,,,,0.0010331271107428448,,,,,,,-0.00018758929881341246
345,2026-08-31,600941 CH Equity,CNE1000055G1,06566206W,,,0.0016688976404307496,,,,,-0.005423917331399936,,,,,,,,,,,,,,,0.0010331271107428448,,,,,0.001054650592216654,-0.001488918483129394,-0.00012442748777835078
346,2026-08-31,600958 CH Equity,CNE100001ZV6,31943401W,,-0.001581975888324981,,,,,,,,,,,-0.002812401579244411,,,,,0.003996570665242057,,0.0005148124924718582,,,,,,,,,0.0007481265284689566,5.663950445358715e-05
347,2026-08-31,600985 CH Equity,CNE000001HH4,32942101W,,-0.001581975888324981,,-0.0017257918781727068,-0.0023364566966030493,,,,,,,,,,,,,,,,,,,,,,,,-0.001488918483129394,-0.00032558868482703257
348,2026-08-31,600988 CH Equity,CNE000001H94,27038901W,,,,,,,,,-0.00253116142131997,-0.0018983710659899776,-0.0033015148973738737,,,,,,,,,,,,,,,,,,-0.001488918483129394,-0.00043093328251913015
349,2026-08-31,600989 CH Equity,CNE100003LF5,33190101W,,,0.0016688976404307496,,,,,,0.00253116142131997,0.0018749343861629406,0.0034515837563454136,,,,,,,,,,,,,,,,,,-0.001488918483129394,0.0003736041957784402
350,2026-08-31,600998 CH Equity,CNE100000W45,29569301W,,0.0015656668585484349,,0.0017064009581932381,,,,,,,,0.0017867021797552728,,0.0014463779550399829,,0.0018520693326731488,,,,,,,,,,,,0.001054650592216654,,0.0002504348500333013
351,2026-08-31,600999 CH Equity,CNE100000HK9,29316901W,0.001633007368593529,,,,,,,,,,,,,,,,,,,0.0005148124924718582,,,,,,,,,,6.278187326663368e-05
352,2026-08-31,601006 CH Equity,CNE000001NG4,27832101W,0.001633007368593529,,0.0016688976404307496,,,,,,,,,-0.003531853146027865,,,-0.002109301184433308,,,,-0.0022010099315825826,-0.002024929137055976,,0.0023364566966030493,,-0.002977836966258788,-0.002761267005076331,,-0.003037393705583964,0.001054650592216654,-0.001488918483129394,-0.00047934038777702244
353,2026-08-31,601009 CH Equity,CNE100000627,28587601W,,,,,,0.001309221424820674,,,,,,0.0017867021797552728,,,-0.002109301184433308,,,,0.000744459241564697,-0.002024929137055976,,-0.004602111675127218,,,,,,,,-0.00016676638030853886
354,2026-08-31,601012 CH Equity,CNE100001FR6,31216901W,-0.001633007368593529,-0.001581975888324981,-0.0018520693326731488,-0.0017257918781727068,,,-0.0023364566966030493,,0.00253116142131997,,,,,,,-0.0018520693326731488,-0.0018520693326731488,,0.000744459241564697,0.0005148124924718582,,,-0.0041045860886269785,-0.002977836966258788,-0.002761267005076331,,,0.001054650592216654,-0.001488918483129394,-0.0007886354762074333
355,2026-08-31,601021 CH Equity,CNE100001V45,31888401W,,0.0015656668585484349,,0.0017064009581932381,,,-0.0023364566966030493,,,0.0018749343861629406,0.0034515837563454136,-0.003531853146027865,,0.0014463779550399829,,-0.0018520693326731488,-0.0018520693326731488,,,-0.002024929137055976,,,,0.0029205708707538114,0.002711958665699968,,,0.001054650592216654,-0.001488918483129394,0.0004998141677333598
356,2026-08-31,601058 CH Equity,CNE1000015F7,29815401W,-0.001633007368593529,,,-0.0017257918781727068,,,,,0.00253116142131997,0.0018749343861629406,,,,,,,,-0.003996570665242057,0.000744459241564697,0.0005148124924718582,,,,,,,,,,1.2100706846034267e-05
357,2026-08-31,601066 CH Equity,CNE1000031T5,32298603W,,0.0015656668585484349,,0.0017064009581932381,-0.0023364566966030493,,,,,,,,,0.0014463779550399829,,,,,,0.0005148124924718582,,0.0023364566966030493,,,,,,,,6.863063677908806e-05
358,2026-08-31,601077 CH Equity,CNE100003NZ9,29631103W,,,,-0.0017257918781727068,,0.001309221424820674,,,,,,-0.003531853146027865,,,-0.002109301184433308,,,-0.003996570665242057,-0.0022010099315825826,0.0005148124924718582,,-0.004602111675127218,,,,,,,-0.001488918483129394,-0.0004706291532336574
359,2026-08-31,601088 CH Equity,CNE100000767,27315302W,,,,,,,,,,,,,,,,,0.0018520693326731488,,,,,,0.0010331271107428448,,0.002711958665699968,0.008437204737733232,0.002664380443494705,,,0.00048472931805333783
360,2026-08-31,601099 CH Equity,CNE1000008V9,28774601W,,,,,,,,,,,,,-0.002812401579244411,0.0014463779550399829,0.002109301184433308,,,,,0.0005148124924718582,,,,,,,,,0.0007481265284689566,6.807200613742211e-05
361,2026-08-31,601100 CH Equity,CNE1000019R4,30319201W,,,,,0.002301055837563609,,0.0023364566966030493,,,,,,,,,-0.0018520693326731488,,,-0.0022010099315825826,-0.002024929137055976,,,,0.0029205708707538114,0.002711958665699968,,,,0.0007481265284689566,0.0004978471933568266
362,2026-08-31,601108 CH Equity,CNE100002V44,32572501W,,,,,,,,,,,,,-0.002812401579244411,-0.002812401579244411,0.002109301184433308,,,0.003996570665242057,,0.0005148124924718582,,,,,,,,,0.0007481265284689566,0.00010068118538255591
363,2026-08-31,601111 CH Equity,CNE000001NN0,27146702W,-0.001633007368593529,-0.001581975888324981,0.0016688976404307496,-0.0017257918781727068,,,-0.0023364566966030493,,,,,,,0.0014463779550399829,,-0.0018520693326731488,-0.0018520693326731488,,0.000744459241564697,0.0005148124924718582,,,,,,,0.002664380443494705,0.001054650592216654,-0.001488918483129394,-0.0001597850757722032
364,2026-08-31,601117 CH Equity,CNE100000KC0,29361201W,,,,,,,,,,,,0.0017867021797552728,,0.0014463779550399829,0.002109301184433308,0.0018520693326731488,0.0018520693326731488,,0.000744459241564697,0.0005148124924718582,,0.0023364566966030493,,0.0029205708707538114,0.002711958665699968,,-0.003037393705583964,0.001054650592216654,0.0007481265284689566,0.0006766726159463464
365,2026-08-31,601127 CH Equity,CNE1000028B9,32180201W,-0.001633007368593529,-0.001581975888324981,-0.0018520693326731488,-0.0017257918781727068,,,,,,,,,,0.0014463779550399829,0.002109301184433308,-0.0018520693326731488,-0.0018520693326731488,,0.000744459241564697,0.0005148124924718582,0.011682283483015246,,,0.0029205708707538114,,,,0.001054650592216654,,0.0003660916815704058
366,2026-08-31,601128 CH Equity,CNE100002RJ6,32256201W,-0.001633007368593529,-0.001581975888324981,,-0.0017257918781727068,0.002301055837563609,0.001309221424820674,,,,,,,,,,,,,0.000744459241564697,0.0005148124924718582,,,,,,,,,-0.001488918483129394,1.4127250390871411e-05
367,2026-08-31,601138 CH Equity,CNE1000031P3,32738601W,,,0.0016688976404307496,,,0.001309221424820674,,,0.00253116142131997,0.0018749343861629406,,,,,0.002109301184433308,0.0018520693326731488,0.0018520693326731488,,0.000744459241564697,0.0005148124924718582,,,0.0010331271107428448,,0.002711958665699968,,-0.003037393705583964,0.001054650592216654,0.0007481265284689566,0.0006797717976406868
368,2026-08-31,601162 CH Equity,CNE100003F43,32806701W,,,,,,,,,,,,,-0.002812401579244411,0.0014463779550399829,,,,0.003996570665242057,,-0.002024929137055976,,,,,,,,,0.0007481265284689566,6.222079591230709e-05
369,2026-08-31,601166 CH Equity,CNE000001QZ7,28248301W,,,,,,0.001309221424820674,,,,,,,,,,,,-0.003996570665242057,0.000744459241564697,-0.002024929137055976,,,,,,,,,,-9.477337950466665e-05
370,2026-08-31,601168 CH Equity,CNE100000619,28541101W,0.001633007368593529,0.0015656668585484349,0.0016688976404307496,0.0017064009581932381,0.002301055837563609,,,,0.00253116142131997,0.0018749343861629406,,,,,,0.0018520693326731488,,,,,,,,,,,,,0.0007481265284689566,0.0006244721266299098
371,2026-08-31,601169 CH Equity,CNE100000734,28610901W,-0.001633007368593529,,,,-0.0023364566966030493,0.001309221424820674,,,,,,0.0017867021797552728,,,-0.002109301184433308,,,0.003996570665242057,-0.0022010099315825826,-0.002024929137055976,,,,,,,,,-0.001488918483129394,-0.00024837570390658537
372,2026-08-31,601179 CH Equity,CNE100000KW8,29372801W,,,,,,,0.0023364566966030493,,,,,0.0017867021797552728,0.002812401579244411,0.0014463779550399829,,,0.0018520693326731488,,,0.0005148124924718582,,,,-0.002977836966258788,-0.002761267005076331,,,,0.0007481265284689566,-0.00012077252853279209
